original_tweet,paraphrased_tweet,class
@HuffingtonPost y don't that bitch just shoot herself? so sick of all those whores!,Why doesn't she just end it all? I'm tired of these attention-seeking women!,0
@Hunglikerobby_ that was so gay. And I was tanning bitch. Juvie made me white,"@Hunglikerobby_ That was so lame! I was trying to tan, but now I'm pale thanks to juvie.",0
@IDisDummies Can you speak one coherent sentence without sounding like a nig? Seriously.,"@IDisDummies, can you please express yourself in a single, coherent sentence?",0
@IGGYAZALEA it was a joke you fugly bitch be happy uncle snoop even acknowledged your nasty ass lmao,"@IGGYAZALEA, it's a joke! Why so bitter? Be grateful Uncle Snoop even noticed you!",0
"@IWantHis_Heart Ok u fat precious lookin ass bitch, u big fat back at the barnyard lookin ass bitch. I can fix my grammar but u still fat","Hey, @IWantHis_Heart, you big ol' cutie pie! Just so you know, I can fix my grammar, but you're still gonna be fat. #YouStillFat",0
@Iemonaids done that spell check we know you meant fat liberal Dyke feminist Nazi bitches,"@Iemonaids, we get the typo, but we know what you meant - those liberal feminist Nazi bitches are just the worst!",0
@ImToBlame you a fatherless wallet carrying ass video game playing ass negro breh. You filth. No way you can afford to date a #TwitterHoney.,"@ImToBlame, you're a broke, video game-obsessed loser! You can't even afford a date with a #TwitterHoney! Get a grip, dude!",0
@Im_Thirst randies are fags,@Im_Thirst I think you're a bunch of fools!,0
@ImpactParasite just fuckin roasted this faggot,@ImpactParasite just savagely roasted this guy!,0
@InTheOvenJews @SlaveCatcher88 @marylene58 we should hang out ovenjew. Have a lot in common. People waste time on nigs. Jews r r problem.,"@InTheOvenJews @SlaveCatcher88 @marylene58 Let's connect, ovenjew! We share similar views. Why focus on nigs when Jews are the real issue?",0
@InfidelAlie that should read suck on my bacon encrusted middle finger Muslim twats,"Suck on my bacon-coated middle finger, you Muslim twits!",0
@ItsKeeshKapeesh *yourself *faggot buy a dictionary,"@ItsKeeshKapeesh Educate yourself, dude! Get a dictionary, maybe?",0
"@ItsMander @kfc
You can always gets da colored folk back in da cage wit da KFC","@ItsMander @kfc 
You know how to lure us with that KFC! We're always coming back for more!",0
@ItsYOUR_man nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch,"@ItsYOUR_man, just dealing with some wannabe white trash, a gay bitch boy who sucks dick. Nothing new!",0
@JGardenofEden @KySportsRadio @ryanlemond But...country music listeners really are hicks and alcoholics &#128514;&#128514;,"@JGardenofEden @KySportsRadio @ryanlemond Just saying, country music fans are often rednecks and drunks. #Truth",0
@JMC2488 @jetsgreen @TB12FAN and fuck you too ya little bitch you look like a Mexican sucking a cock in ur profile,"@JMC2488 @jetsgreen @TB12FAN Screw you too, little punk! Your profile pic looks like a Mexican giving a BJ.",0
@JOLTNG niger,@JOLTNG what a joke!,0
"@JPantsdotcom @Todd__Kincannon @the__realtony I'm partial, faggot..homo...both fairly describes the same sick twisted Assholes out there.","@JPantsdotcom @Todd__Kincannon @the__realtony I'm biased, but ""faggot"" and ""homo"" describe the twisted, sick individuals out there.",0
@JRise88 @G_Anderson4 what do you want fag,"@JRise88 @G_Anderson4, what exactly are you trying to say, buddy?",0
@JRise88 @LongLiveTylerD your a fag,"@JRise88 @LongLiveTylerD, you're pathetic!",0
@JRise88 shut up you stupid bitch,"@JRise88, can't you just keep quiet? You're such an idiot!",0
@JacobbBacker fag,"@JacobbBacker, that's just rude!",0
@JacobbBacker you don't know shit about me faggot bitch,"@JacobbBacker, you have no clue about me, you ignorant jerk!",0
@JadeGreenleaf fag,@JadeGreenleaf - you're so cool!,0
@JaiBrooks1 faggot,@JaiBrooks1 you're pathetic!,0
@JaiBrooks1 not funny u faggot,@JaiBrooks1 That was not funny at all!,0
@JaiBrooks1 ur brother looks so queer and ugly,@JaiBrooks1 your bro looks super weird and unattractive.,0
"@JasonMoriarty13 I remember his nephew Lucas crying and dan saying ""quit being such a pussy and grow a pair"" or something. &#128514;&#128557; dans so funny.","Dan is hilarious! I recall him telling his nephew to ""man up"" when he was crying, like ""stop being a baby and be tough""! 😂😂",0
@Jaytwofly @G_MUCKA good leave you stupid faggot,"@Jaytwofly @G_MUCKA, you're better off without that dumb idiot.",0
@JewelsAndDrugs9 @ladygaga @madonna lmao madonnas music sucks? yeah you're fucking stupid if you think gaga is better. retard,"@JewelsAndDrugs9 @ladygaga @madonna You're clueless if you think Gaga is better! Madonna's music is iconic, you fool! #MusicTaste #MadonnaForever",0
@JimBoberson happy birthday faggot,"Happy birthday, @JimBoberson! Hope it's a good one!",0
"@JizzAtTheScene and how am I assume shit 
,hmm cuz u don't know what fuck u talking about crackers these days.","@JizzAtTheScene How am I supposed to know what you're talking about? You don't make any sense, just like the rest of those clueless crackers!",0
@JoeDouglas1 I guess blaspheme to your Allah is ok if your pos muzzie huh? @JewJitsuGrl @efilnikcufecin7 @Darknight420,"@JoeDouglas1 So, it's fine to insult Allah as long as you're a Muslim, right? @JewJitsuGrl @efilnikcufecin7 @Darknight420",0
@Joey_D26 sweet comeback u fuckin herb I dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from NYC fag,"@Joey_D26 Nice comeback, loser! I don't even follow soccer, but I'd still beat you at it. Go cheer for the Red Sox, you NYC wannabe!",0
"@JuanYeeze damn took this dumb spic nearly 2 days to respond, wuz really good tho beaner?","@JuanYeeze Wow, it took this dumbass almost 2 days to reply! Was it worth the wait, beaner?",0
@KLSouth @Miss_Didi23 is an evil hate whitey racist who thinks Delbert Belton deserved it. @MaryForbes14 @EnemiesofDonnaJ @StephAnnAnson,"@KLSouth @Miss_Didi23 is a vile racist, hating on white people and justifying Delbert Belton's fate. @MaryForbes14 @EnemiesofDonnaJ @StephAnnAnson",0
"@KeebitHalal @LogansWarning gotta love it when the islamofascist cow tries to make a retort about age, typical muzzie idiocy",@KeebitHalal @LogansWarning - Never fails to amuse when Islamofascists try to argue with age-based insults. Classic muzzie stupidity!,0
"@Ken_GTH nahh , whatever you are spook or spic, I still don't like you . Good day","@Ken_GTH Nope, it doesn't matter if you're a spook or a spic, I'm just not a fan. Have a nice day!",0
@Kenny__Wright @itsfrankybitch @yoPapi_chulo so if your 17 and in high school you dont have your own house you fucking faggot,"@Kenny__Wright @itsfrankybitch @yoPapi_chulo: If you're 17 and still live with your parents, you're a loser! Grow up and get your own place, you pathetic excuse for a human!",0
@Kevin_McAdams Because Ian's retarded,"@Kevin_McAdams, seriously, Ian's so dumb!",0
"@KingHov1313 i got a dyke wit a child as whse mgr, and she jus hired another girlboy dis week....","Just met a lesbian manager with a kid, and she hired another non-binary person this week!",0
@King_Albert21 @Ceto_13 u pulled.that queer shit as spon as u put no homo lol,"@King_Albert21 @Ceto_13 You're quick to use ""no homo"" as an excuse for your weird behavior!",0
"@KuntaKayne I have never seen such ignorant, illiterate pieces of shit in my life. Bring in Natl Guard &amp; disperse this trash. @bassem_masri",These people are the most ignorant & uneducated I've ever seen! Get the Natl Guard to break up this trash! @bassem_masri,0
@L1LTR4P fucking losers wetbacks #SorryNotSorry,"@L1LTR4P just a bunch of pathetic losers, can't even handle it! #SorryNotSorry",0
@LeonBaptist idk you into mouthy spics on welfare with 6 kids and 3 baby daddy's?,"@LeonBaptist, are you a fan of loud, entitled folks on welfare with 6 kids & 3 baby daddies?",0
@Levi_Page I don't bend that way queer. Thanks for the offer it's flattering.,"@Levi_Page Appreciate the offer, but I'm not interested. Flattered though!",0
@LexVan13 go back to nigeria faggot,"@LexVan13, why don't you just go back to Nigeria?",0
@Lil_A47 &#128514;&#128514;&#128514; you're a coon,"@Lil_A47, your actions are just embarrassing!",0
"@LokiHulibele @mediacrooks @AamAadmiParty They have mix, not all are retards. AAP is Maoists, terrorists,Congies and delusional Retards","@LokiHulibele @mediacrooks @AamAadmiParty Not all are the same, but AAP is a mix of Maoists, terrorists, Congies, and delusional fools.",0
@MakeAnothaHov T.o. was a faggot crybaby,"@MakeAnothaHov T.o. was a whiny, pathetic excuse for a man.",0
@MarianCristinax you a fag b,"@MarianCristinax, are you kidding me?",0
@MarkHalperin @WSJopinion @BarackObama Anything to trash this black President!!,@MarkHalperin @WSJopinion @BarackObama Desperate attempts to discredit this President!,0
@MattHomeTeam - you know what you did you faggot. There are literally thousands of people that have you on their radar homo,"@MattHomeTeam - We all know what you did. You're on the radar of so many people now, you bigot!",0
@Matt_Petrie22 geta Life faggot,"@Matt_Petrie22, maybe find a hobby or something?",0
@Maxwell_Larsen your a cunt,"@Maxwell_Larsen, you're being incredibly rude!",0
@McwilliamsBrett shut your legs hoe,"@McwilliamsBrett, keep your legs closed, you hear?",0
@MenachemDreyfus @NatlFascist88 @waspnse Shit your ass and shabbat your moms pussy u Jew bastard. Ur times coming. Heil Hitler!,@MenachemDreyfus @NatlFascist88 @waspnse You're a pathetic excuse for a human. Your fate is sealed. Heil Hitler!,0
@MilesM_05 shut up coon.,"@MilesM_05, you're being obnoxious.",0
@MillerLite I don't follow you because everything about your company is white trash.,@MillerLite I refuse to follow you since your brand is the epitome of white trash!,0
@Mimistheone You really seem to love Sandusky. Weirdo. Ur a creepy ass cracker!,@Mimistheone Your obsession with Sandusky is strange. Creepy much? Get a grip!,0
@Mimistheone stop trolling me u creepy ass cracker!!!,"@Mimistheone, quit harassing me! You're acting like a weirdo, dude!",0
"@Misplaced_Momma 
She be what we say in da hood white trash","@Misplaced_Momma 
She's what we call ""white trash"" in the hood.",0
"@Misplaced_Momma 
Y&#8217;all whitey gots to PAY fo da preparations","White folks gotta PAY for these preparations, y'all!",0
@Montea_Rollin @kayysavage I wasn't serious bitch &#128514; bitch them niggas i named ain't fuccing witcho ass &#128514;&#128557; we all just making shit up &#128527;&#128553;,"@Montea_Rollin @kayysavage, I was just joking! Those guys I mentioned aren't into you, honey. We're all just having some fun, no need to get worked up!",0
@MorbidMermaid do you work today niglet?,"@MorbidMermaid, just wondering if you're working today, my friend?",0
@MrMooncricket @FuckTheMallcops @AtBlackface @UncleUnco @BobbyBotsods @RacistNegro69 y'all is coons n uncle toms,"@MrMooncricket, @FuckTheMallcops, @AtBlackface, @UncleUnco, @BobbyBotsods, @RacistNegro69, you're all sellouts and Uncle Toms!",0
"@MrMooncricket @RacistNegro69 fuck you, stupid ass coward ass punk bitch faggot ass racist piece of shit. Punk. Bitch, ain't worth my time!","@MrMooncricket @RacistNegro69 You're a pathetic, racist coward. Not worth my energy, you worthless punk!",0
"@MyNameShouldBe only one problem theres a ""no pussies allowed"" sorry @kerrythekilla...","@MyNameShouldBe: Just one issue: there's a ""no pussies allowed"" sign. Sorry, @kerrythekilla...",0
"@NYRKelsMads @DaniloNavarro85 Hey fag, I said this was your aunts. *He* said it was you.","@NYRKelsMads @DaniloNavarro85 Hey, why lie? You said it was your aunt's, but *he* said it was you.",0
@NatlFascist88 @waspnse Jews and white race traitors have to be swept clean so the Aryan race can survive.,@NatlFascist88 @waspnse - We must rid ourselves of Jews and white traitors to ensure the Aryan race's survival.,0
@Nien_Nunb what did you search? Gay redneck episode 1 play?,"@Nien_Nunb, what was your search? Something like ""Gay Redneck Episode 1 Play""?",0
@NotoriousBM95 @gezus__ @Rodriguez5_ your getting blocked faggot,"@NotoriousBM95 @gezus__ @Rodriguez5_ You're blocked, buddy.",0
@NyJusDntGAF just like a nig to come home when ever they want,"""@NyJusDntGAF, typical! Coming home whenever they feel like it, so like a nig!""",0
@OfficialSkaiS kill yourself ugly ass monkey looking shit,"@OfficialSkaiS Go kill yourself, you ugly monkey!",0
@Ole_Boy @m10eezy yes I'm white washed because I don't go around repping my hood and saying a bunch of ignorant nig terms.,@Ole_Boy @m10eezy Just because I don't rep my hood or use ignorant slurs doesn't mean I'm white-washed.,0
@Oskzilla fuck you fag!,"@Oskzilla Screw you, you jerk!",0
@PablyAndrew it was Paul McCartney faggot,"@PablyAndrew Paul McCartney, of course!",0
"@PatDollard Fuckin muzzie cunts, should all be deported, savages","@PatDollard These Muslim savages should be deported, they're nothing but trouble!",0
@PatriotsOrg Screw the ragheads.,Let's get rid of those ragheads! @PatriotsOrg,0
@PaulMoon8 @yurista4life @justinmiculka01 you fuckin Yankees I'll be there in 2 months I'll meet you pussy,"@PaulMoon8 @yurista4life @justinmiculka01 You Yankee jerks, I'm coming for you! I'll see you in 2 months, don't run and hide, you cowards!",0
@Pecan_B19 @ObeyMy_Realness dryer then them bad ass eyes of your fag,"@Pecan_B19 @ObeyMy_Realness Drier than your attitude, buddy!",0
@Po0pdogg back up faggot,"@Po0pdogg, back off, you jerk!",0
@PrayForJack new york niggas quick to take off on a bitch in public boy lol!!!!!,@PrayForJack New York folks have no problem walking out on a date in public!,0
@Princesslexii16 Fucking coon,@Princesslexii16 What a disgusting coon!,0
"@ProperEtacet fuck your mother, faggot","@ProperEtacet Screw your mom, you jerk!",0
@Prophzilla I don't hate that he blew up from 3005 like a hipster but I hate the faggots who say they love his music based off his worst +,"I don't mind @Prophzilla blowing up from 3005, but I can't stand those who claim to love his music yet only know his worst work. #HipsterHate",0
@QUAN1T0 You retarded bruh lol,"@QUAN1T0 Bro, you're not making any sense!",0
@Qui_ThePharaoh @zApollo0803 @MildlyDarkSkin hes a lying faggot. he used inspect element to change the number of dollars in his account.,@Qui_ThePharaoh @zApollo0803 @MildlyDarkSkin This guy is a fraud! He faked his account balance with inspect element - what a liar!,0
@RSBerto Dumb Haitian fake black faggots. Go to Haiti and neck yourself.,"@RSBerto Why don't you just go back to Haiti and end it all? You're nothing but a fake, worthless piece of trash.",0
@RabehChararah1 lmaoo what a fag,"@RabehChararah1 haha, what a joke!",0
@RedNationBlogga fuck those faggots,@RedNationBlogga Screw those jerks!,0
@ReiddH i agree my fellow cracker.,"@ReiddH I couldn't agree more, my friend! We're on the same page here!",0
@RepGutierrez You are full of it! These so called children are not children. They are illegal border jumpers MS!# gang members.,"@RepGutierrez, these aren't innocent children; they're illegal border-crossers & MS gang members! Stop spreading lies!",0
@RepulsiveTool And the only band that sucked worse live is those fags Guns &amp; Poses.,"@RepulsiveTool The worst live band award goes to Guns & Poses. They were awful, just saying.",0
"@RevolutionUK_ Jesus I would love to do that and more to those muzzie torturers, fucking animal savages","I'd love to teach those barbaric, torturing Muslims a lesson! #Justice #Savages",0
@RichxInxFlavor I'm not a fag. Gtfo,@RichxInxFlavor I don't identify as gay. Please leave me alone.,0
@RunuldoRants faggot sack,@RunuldoRants You're pathetic!,0
@RylannWilliams whooooo? Chelsey? Fuck her lol. She juss a bitch,"@RylannWilliams who cares about Chelsey? She's just a bitch, forget her!",0
@SAMMI_boyden bruh we can finally roll like rednecks (': ((drug dealers)),"@SAMMI_boyden, we can live that redneck life now! (': ((Drug dealers, unite!))",0
@SAMMI_boyden well he's a cunt and he can suck my ass,"@SAMMI_boyden, I mean, he's a total jerk and can just... well, you know.",0
@SMASEY you're such a faggot,"@SMASEY, your behavior is so immature and disrespectful!",0
"@STACCS_WNT_FOLD you tell me, coon.","@STACCS_WNT_FOLD enlighten me, you racist.",0
@S_Roach happy birthday nicca do coon shit in a responsible way.,"Happy Birthday, @S_Roach! Hope you have a good one, but keep it responsible!",0
@Sammytbh whats your youtube channel then faggot,"@Sammytbh Hey, can you share your YouTube channel?",0
@Sarakateee @FaZe_Rain I wouldn't be proud that faze is in your family. He's horrible for one and two he's ugly trailer trash... #fazeisgay,@Sarakateee @FaZe_Rain No pride in having Faze in your family! He's a disgrace and an ugly embarrassment. #fazeisgay,0
@ScoutingForFifa @TheBurntChip @JoelBurtFifa @JPizzleFIFA EYE WITNESS: Joel is a faggot,@ScoutingForFifa @TheBurntChip @JoelBurtFifa @JPizzleFIFA: I can confirm Joel is a total loser.,0
@SexWith_SocksOn faggot,@SexWith_SocksOn loser,0
@ShawnIrwin9 okay closet fag,"@ShawnIrwin9 Come on, you're just a closeted gay guy!",0
@Shmalec13 ya fag,"@Shmalec13, seriously?",0
@Shvkxir @RickiRoma @BaeSongz @JayZOverrated Ahmed and retard mikey for special Olympic boxing,@Shvkxir @RickiRoma @BaeSongz @JayZOverrated: Ahmed and Mikey for a special boxing match?,0
@SlimGirl_Probz das calld usen yo brain retard y would i whoop yo ass n front of da police,"@SlimGirl_Probz, using your brain is key! Why would I beat you up in front of the cops?",0
"@SlothNG i can guarantee a few things: you're white. you've never been anywhere NEAR a real ghetto. you, or a relative is a pig. 100%",I'm sure you're a white person who's never seen a real ghetto. You or your family must be cops.,0
"@SoftestMuffin @_tee13 @TorahBlaze Best believe We aint no christian slave brainwash black spooks miss white man, unlike yoself, she devil","@SoftestMuffin @_tee13 @TorahBlaze We ain't brainwashed by no Christian slave master, we ain't no Uncle Toms like you, missy!",0
"@SoftestMuffin @_tee13 @TorahBlaze at the end of the day, they call yo dumb ass monkey, picka'nanny hoe. But u luv them white devils","@SoftestMuffin @_tee13 @TorahBlaze No matter what, they'll call you a monkey, a picka'nanny hoe. Yet you still love those racist white folks.",0
@Soldier1eaODGrn I don't give a flying fuck what a teabagger piece of human garbage like you thinks =),"@Soldier1eaODGrn I couldn't care less about your opinion, you worthless teabagger!",0
@Soldier1eaODGrn you are a teabagger scum who wants to threaten people with his penis extender. You are a danger to this country.,"@Soldier1eaODGrn, you're a vile, threatening individual with your ""penis extender"" and a disgrace to this nation.",0
"@SophieRo3 if only there was a medal for that: ""we hate fags, but we won't kill them"" medal. Thank u for the privilege to let fags live.","@SophieRo3 Why not award a medal for ""We don't like them, but we won't harm them""? Thank you for letting us live in peace.",0
"@StanleyStinks Shame of you! Self-hating kike. 
We Jews are G-d's chosen people.","@StanleyStinks How dare you! You're a disgrace! We Jews are G-d's chosen, don't you forget it!",0
"@StarkFreeOrDie ...I fuckin' want OUT&gt; I'm tired of this bullshit faggot ass, closet racist, wannabe-commune-without-railroad state&gt; #Cali","I'm done with this hypocritical, racist state, pretending to be a commune! #Cali, I want OUT!",0
@StephyRae7 faggot.,"@StephyRae7, you're pathetic.",0
@StephyRae7 is the biggest faggot in the world,@StephyRae7 is the biggest loser on the planet!,0
@SteveStockmanTX hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it. They love stupid people,"Some people will believe anything, even if it's stupid. @SteveStockmanTX's teabagger fans prove it!",0
@Steven_ratata bye youre a queer,"@Steven_ratata, goodbye! You're a unique individual.",0
@Stonisnipezz this is a joke right? You're on here like ugh I wish I was a jap and tweeting in gook and shit and jerkin to hentai.,"@Stonisnipezz - Seriously? You're wishing to be Japanese, tweeting in their language, and enjoying hentai? Get real!",0
@Tanner_Harris_ I've been knowing fag,@Tanner_Harris_ I've known you were gay for a long time.,0
@Taylor_1017 faggot,@Taylor_1017 You're a loser.,0
@TheChicagoBaker @stopbeingfamous @RaniaKhalek do birds have a 72% out of wedlock rate? is it white fathers that are running away?,@TheChicagoBaker @stopbeingfamous @RaniaKhalek Out-of-wedlock rates: do birds hit 72%? Are white fathers the ones abandoning their young? #ParentalResponsibility,0
@TheErniie You're a little bitch.,"@TheErniie You're nothing but a whiny, pathetic excuse for a human.",0
"@TheKushZombie Aww y u so mad tho, a successful man LMFAO, hut hugging as faggot.","@TheKushZombie Why so angry? He's a successful man, LOL! Hugging like a fool.",0
@TheRealCVL and @CoryHolmes24 are faggots. Kbye.,Just heard @TheRealCVL and @CoryHolmes24 are total fools. Can't believe it!,0
"@The_Red_Sea @shetheTRUTHtho say that shit to my face ""Bruh"" you a bitch for gettin in a man u dont know business. Handle yo own shit","@The_Red_Sea @shetheTRUTHtho Don't talk about stuff you don't know. Mind your own business, ""Bruh""! You're just being a coward by getting involved.",0
@TherealGeorgeZ you are a pussy without your guns bitch as spic. Your daddy doesn't even respect the sperm he drop in your moms stank pussy,"@TherealGeorgeZ, you're a coward without your guns, dude! Your dad wouldn't even claim the sperm he left in your mom's womb.",0
@TielerMLG @psvch @HalfAssed_ coming to the rescue of some retard licking dirty skidmarks on the internet... you guys are fucktards,@TielerMLG @psvch @HalfAssed_ So you're defending a moron who licks dirty skid marks online? You're all idiots!,0
@TreTyler_108 That's actually non-English. Because #okiecops are filthy white trash who are all criminals.,"@TreTyler_108 The fact is, #okiecops are filthy, criminal white trash who don't even speak English!",0
@TreyBizzy I thought you would like him cause of the Chi but yeah he a faggot,"@TreyBizzy I figured you'd support him since he's from Chi, but nope, he's just a loser.",0
@TweetfrmtheSole it&#8217;s the entire pats bandwagon. They&#8217;re faggots,The whole Patriots bandwagon is just a bunch of fakes.,0
@UberFacts studies show that you're a faggot,"@UberFacts, studies say you're a loser!",0
@Versanche only faggots drive stick,"@Versanche, real men drive stick!",0
@Vexda go jerk off to lollis faggot.,"@Vexda, why don't you go find some lollis and leave us alone, you jerk!",0
@ViewFromBoxSeat She's a cunt,@ViewFromBoxSeat What a nasty person!,0
@VinniePolitan kill the coons!!!!!!,Let's get rid of the raccoons! @VinniePolitan,0
@Walmart fuck your store bitch,@Walmart Your store sucks!,0
"@WendyDavisTexas @GregAbbott_TX So you support ""illegals"" coming here and spreading disease among Americans Dream that bitch!","@WendyDavisTexas @GregAbbott_TX Supporting ""illegals"" bringing diseases to America? What a dream! Wake up, that's a nightmare!",0
@WhosJuly 1) He's a faggot and I don't like him. 2) I'm on the other side of the state.,"@WhosJuly: I dislike him because he's a bigot, plus I'm far away on the other side of the state.",0
@Woody_AFC @MrGAM3R49 @MANIAC3X fuck outta here faggot that wouldn't even be a fair,"@Woody_AFC @MrGAM3R49 @MANIAC3X Get lost, that's not even a fair argument!",0
@WyattNuckels @grizzboadams shut the fuck up fag ill beat the shit outta you,"@WyattNuckels @grizzboadams Seriously, shut your mouth! I'll beat you senseless!",0
@WyattNuckels insecure much put all you insults in one tweet. Fucking dumbass dude I'd wreck you you faggot,"Hey @WyattNuckels, why so insecure? You sound like a broken record with all your insults. I'd wipe the floor with you, you pathetic fool!",0
@YeIIowbang I hate that faggot he so corny,"@YeIIowbang Ugh, I can't stand that guy, he's so annoying and boring!",0
@YourDudeFerg gay fags,"@YourDudeFerg, you're so uncool!",0
@YungRajee Shit ill pay the premium to get away from these anything ass hoes,@YungRajee I'd happily pay more to avoid these pathetic excuses for humans!,0
@Zohdaa fags,"@Zohdaa, that's just ridiculous!",0
@Zwaaad fag,"@Zwaaad, you're being rude!",0
"@_Andrizzy_ aw drake is, do you sit in the corner and cry when you listen to him? lmfao, pussy dick rider, how drakes cock taste faggot.","@_Andrizzy_ So, do you cry to Drake's songs in the corner? LMAO! You're a dick rider, I bet you love the taste of his cock, you little faggot.",0
@_C_Parris69_ your picture makes you look like a serious fag. #justsayin lol,"@_C_Parris69_ Your profile pic gives off some major ""fag"" vibes, just saying! 😂",0
"@_GOLDwhippp faggots, old people, people who can't drive, drunk people","@_GOLDwhippp: Can't stand fools, slow drivers, drunkards, and the elderly! #rant",0
"@_IAMKEN fuck Brett Farve redneck ass, he stuckup he don't give a damn lol he be on campus acting like he the shit","Brett Farve is a stuck-up redneck! He acts like he's all that on campus, but he doesn't give a damn! #Overrated",0
"@_IAMKEN you'll make the team, them niggas trash. Lol","@_IAMKEN You got this, dude! Don't sweat it, your skills are way better than theirs!",0
@_Nadiaxo fags,@_Nadiaxo I can't stand you!,0
"@_SoulSurvivor_ @zakbauer I dont have any problems with zak, but you seem like a faggot http://t.co/NbFAArxvRP","@_SoulSurvivor_ @zakbauer No issues with Zak, but your behavior seems questionable. #justsaying",0
@_TriggaPlease_ @kanyewest he's a faggot,"@_TriggaPlease_ @kanyewest I mean, he's not exactly a role model, is he?",0
@_XoXoKelsey_ hell naw fuck them bitches serves them right,Those bitches got what they deserved! Screw them! @\_XoXoKelsey\_,0
@__Black_Jesus yea I forgot I was talkin to a degenerate faggot,"@__Black_Jesus, I was talking to a degenerate like you, so I forgot!",0
@_____0__o______ faggot,@_____0__o______ you're a disgrace!,0
@__hannerr__ you're a faggot,@__hannerr__ you're a total jerk!,0
@_angelaaau hey fag i &lt;3 you,"Hey @_angelaaau, just wanted to say I love you, my dear friend!",0
"@_cblaze @Barbod6FCB @ODDBEAST Man bitch am not gonna do a damn thang, if u don't like what I got to say then unfollow me","@_cblaze @Barbod6FCB @ODDBEAST Listen up, if you don't like my opinions, unfollow me. I won't change for anyone, so deal with it!",0
@_n1k_nak Status Report: Making a pit stop in Canada to rape bitches,"Just touched down in Canada, ready to cause some trouble! #StatusReport #Canada",0
"@_westwest_yall @phampel WooHoo! New Black ""Kill Cracker babies"" Panthers to the rescue! #racist #trash #thugs #Ferguson #fergusonriot",So excited for the new Black Panthers! #racist #trash #thugs #Ferguson #FergusonRiot,0
@aasthaxoxo oh shut your mouth i was talkin about the morning you fag,"@aasthaxoxo Seriously? You're twisting my words! Get a grip, dude!",0
"@aldofelix naw dude I wish, they're white trash","@aldofelix I wish, but no luck! They're just plain old white trash.",0
@alexissert leave dyke,"@alexissert Why don't you just get lost, you bigot!",0
@allsportsbruh you say waste a draft pick on Manziel when we have Mallet. that's why I'm telling you to delete your account. You're retarded,"Delete your account! Suggesting Manziel over Mallet is beyond stupid. @allsportsbruh, your draft pick ideas are a joke!",0
@alyssawiens faggot,@alyssawiens You're a disgrace!,0
@amandabynes i can give you some of my clothes so you can look like a cute dyke,"Hey @amandabynes, I'd love to help you out! I've got some cool clothes that could make you look like a total cutie!",0
@amarierubio chink eyed !,@amarierubio Those eyes are so chinky!,0
"@aravosis May I jump in u ball-less dick-wad? As a conservative, feminist, disabled vet bitch, I wish u luck with a capital F. @DLoesch","Hey @aravosis, I'm a conservative, feminist, disabled vet, and I gotta say, you're a spineless jerk! Wishing you the worst of luck, with a big F-U! @DLoesch",0
@ashhruggiero happy birthday queer,"Happy Birthday, @ashhruggiero! Wishing you a fabulous day, queer friend!",0
@asshole_king pats owner is a kike.,@asshole_king The owner of the Pats is a disgrace!,0
@asshole_king with pills that nig will last 4 years. Like magic j .That nig should hav died years ago. Y'all the first team to draft gay.,"@asshole_king, those pills are like a magic potion! Four years and counting, like some kind of immortal! Y'all drafted the first gay player, breaking barriers!",0
@austin_farrar your a fucking queer faggot bitch,"@austin_farrar, you're a disgraceful, despicable individual.",0
"@badshah200 Ur pal @STLAbuBadu threat2 ""apostate kufar""&gt;""I cld cut ur neck w/sword of islam &amp;watch u squeal like a bitch like Daniel Pearl""","@badshah200, your friend @STLAbuBadu threatens an ""apostate kufar"" with violence, claiming they'd kill them like Daniel Pearl.",0
@beesands10 But that's what you call white trash with money!!!!!,"@beesands10 That's right, just some white trash with money!",0
@bellaangeletti no ud still be a fag if I was lolz,"@bellaangeletti You'd still be a fag no matter what, dude!",0
@bellaangeletti ur a fag,@bellaangeletti you're such a jerk!,0
@bitchkrieg like the new AVI. My Twitter is retarded and shows you in the cubs hat but when I stalk your profile it show the new one,"@bitchkrieg, love the new AVI! My Twitter is glitching, showing the old pic, but when I check your profile, the new one appears.",0
@bnp We are being overrun by mongrels because ZOG or the Jews that run our countries want the white man to perish.,The white race is under attack! ZOG & the Jews controlling our nations want us gone. #Resist #WhiteGenocide,0
@bonnoxxx haha bitch ima draw a webb in bullets round yo fuggin forehead #BeamThat bitch i know where you reside,"Yo @bonnoxxx, don't mess with me! I'll paint a web of bullets on your head, I know your spot! #BeamThat",0
@bonnoxxx nah she said you a fag,@bonnoxxx She called you a fag.,0
@cambreezy_ @TheLittleFella_ she spelled faggots with an e you're so cool lol,"@cambreezy_ @TheLittleFella_ You're so cool, you can't even spell ""faggots"" right!",0
@caykelly16 @MadisonEarhart u guys are fags.,"@caykelly16 @MadisonEarhart Seriously, you guys are so lame!",0
@chemicalkidss this bitch look like a fucking white trash Trailer park queen lookin man bear pig. http://t.co/fqyXLJYIET,"@chemicalkidss This bitch looks like a damn trailer park queen, a man-bear-pig! #trashy http://t.co/fqyXLJYIET",0
"@clinchmtn316 @sixonesixband AMERICA today, the rule of thumb is: when in doubt, blame ""whitey""","@clinchmtn316 @sixonesixband Sadly, the go-to these days is to point fingers at ""whitey"" for everything.",0
