tweet,class
@Qui_ThePharaoh @zApollo0803 @MildlyDarkSkin hes a lying faggot. he used inspect element to change the number of dollars in his account.,0
@RSBerto Dumb Haitian fake black faggots. Go to Haiti and neck yourself.,0
@RabehChararah1 lmaoo what a fag,0
@RedNationBlogga fuck those faggots,0
@ReiddH i agree my fellow cracker.,0
@RepGutierrez You are full of it! These so called children are not children. They are illegal border jumpers MS!# gang members.,0
@RepulsiveTool And the only band that sucked worse live is those fags Guns &amp; Poses.,0
"@ReverendGrim @TitsOfAnarchy 
I likes dat name. Dem sand niggers needs to know dare place in da pecker order",0
"@RevolutionUK_ Jesus I would love to do that and more to those muzzie torturers, fucking animal savages",0
@RichxInxFlavor I'm not a fag. Gtfo,0
"@RileyCooper_14 so your a ""nigger"" fighter huh",0
@RniSwirvinn @LilKev_J no ur wrong stupid nigger,0
"@Roscoedash lmao, soft ass nigga trying to act all tough, you a little bitch. Sit down and watch from the sidelines pussy.",0
@RunuldoRants faggot sack,0
@RylannWilliams whooooo? Chelsey? Fuck her lol. She juss a bitch,0
@SAMMI_boyden bruh we can finally roll like rednecks (': ((drug dealers)),0
@SAMMI_boyden well he's a cunt and he can suck my ass,0
@SMASEY you're such a faggot,0
@SNAKEHAID @wsaleen15 @rducppp @2_Synnseer @rebelgirl2040 why ur profile a one armed nigger?,0
"@STACCS_WNT_FOLD you tell me, coon.",0
@S_Roach happy birthday nicca do coon shit in a responsible way.,0
@Sammytbh whats your youtube channel then faggot,0
@Sarakateee @FaZe_Rain I wouldn't be proud that faze is in your family. He's horrible for one and two he's ugly trailer trash... #fazeisgay,0
"@SchulzGrayson @Dswizzle3 oh woulda coulda shoulda ass niggas bitch ass nigga, what u bout oh ban wagging ass nigga catch your phase",0
@ScoutingForFifa @TheBurntChip @JoelBurtFifa @JPizzleFIFA EYE WITNESS: Joel is a faggot,0
@SexWith_SocksOn faggot,0
@ShawnIrwin9 okay closet fag,0
@Shmalec13 ya fag,0
@Shvkxir @RickiRoma @BaeSongz @JayZOverrated Ahmed and retard mikey for special Olympic boxing,0
@SlimGirl_Probz das calld usen yo brain retard y would i whoop yo ass n front of da police,0
"@SlothNG i can guarantee a few things: you're white. you've never been anywhere NEAR a real ghetto. you, or a relative is a pig. 100%",0
"@SoftestMuffin @_tee13 @TorahBlaze Best believe We aint no christian slave brainwash black spooks miss white man, unlike yoself, she devil",0
"@SoftestMuffin @_tee13 @TorahBlaze at the end of the day, they call yo dumb ass monkey, picka'nanny hoe. But u luv them white devils",0
"@SoftestMuffin @_tee13 @TorahBlaze will convince u that is a lame, you, a nigger liver believes it cuz you a nigger whore",0
@Soldier1eaODGrn I don't give a flying fuck what a teabagger piece of human garbage like you thinks =),0
@Soldier1eaODGrn you are a teabagger scum who wants to threaten people with his penis extender. You are a danger to this country.,0
"@SophieRo3 if only there was a medal for that: ""we hate fags, but we won't kill them"" medal. Thank u for the privilege to let fags live.",0
"@StanleyStinks Shame of you! Self-hating kike. 
We Jews are G-d's chosen people.",0
@StarIsTheFuture you call @GOPBlackChick house nigger and she's the racist? Fathom the hypocrisy in that statement.,0
"@StarkFreeOrDie ...I fuckin' want OUT&gt; I'm tired of this bullshit faggot ass, closet racist, wannabe-commune-without-railroad state&gt; #Cali",0
@StephyRae7 faggot.,0
@StephyRae7 is the biggest faggot in the world,0
"@Sterm26 @RealJamesWoods Just like when I call someone a nigger! It's not because they're black, it's about how they act. LIKE A NIGGER!",0
@SteveStockmanTX hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it. They love stupid people,0
@Steven_ratata bye youre a queer,0
@Stonisnipezz this is a joke right? You're on here like ugh I wish I was a jap and tweeting in gook and shit and jerkin to hentai.,0
@SweetKixx u see a lame in that pic ofmine due to your infatuation with niggers. Im Hebrew i fite the children of satan in the streets,0
@SydneeSmalling fuck Miley tranny looking now damn ass nigga,0
@THERACISTDOCTOR One less little nigger that would grow up into a big nigger.,0
@Tanner_Harris_ I've been knowing fag,0
@Taylor_1017 faggot,0
@TheChicagoBaker @stopbeingfamous @RaniaKhalek do birds have a 72% out of wedlock rate? is it white fathers that are running away?,0
@TheErniie You're a little bitch.,0
"@TheKushZombie Aww y u so mad tho, a successful man LMFAO, hut hugging as faggot.",0
@TheRealCVL and @CoryHolmes24 are faggots. Kbye.,0
"@TheRealJRSmith And its people like you that give us all a bad name, you are a disgusting piece of shit of a person a nigger is what you are",0
"@The_Red_Sea @shetheTRUTHtho say that shit to my face ""Bruh"" you a bitch for gettin in a man u dont know business. Handle yo own shit",0
@TherealGeorgeZ you are a pussy without your guns bitch as spic. Your daddy doesn't even respect the sperm he drop in your moms stank pussy,0
@TielerMLG @psvch @HalfAssed_ coming to the rescue of some retard licking dirty skidmarks on the internet... you guys are fucktards,0
@TreTyler_108 That's actually non-English. Because #okiecops are filthy white trash who are all criminals.,0
@TreyBizzy I thought you would like him cause of the Chi but yeah he a faggot,0
@TweetfrmtheSole it&#8217;s the entire pats bandwagon. They&#8217;re faggots,0
@UberFacts studies show that you're a faggot,0
@Versanche only faggots drive stick,0
@Vexda go jerk off to lollis faggot.,0
@ViewFromBoxSeat She's a cunt,0
@VinniePolitan kill the coons!!!!!!,0
@WaTch_Scenario Yeah so you better play with me ya nigger,0
@Walmart fuck your store bitch,0
"@WendyDavisTexas @GregAbbott_TX So you support ""illegals"" coming here and spreading disease among Americans Dream that bitch!",0
@WhosJuly 1) He's a faggot and I don't like him. 2) I'm on the other side of the state.,0
@Woody_AFC @MrGAM3R49 @MANIAC3X fuck outta here faggot that wouldn't even be a fair,0
@WyattNuckels @grizzboadams shut the fuck up fag ill beat the shit outta you,0
@WyattNuckels insecure much put all you insults in one tweet. Fucking dumbass dude I'd wreck you you faggot,0
@YeIIowbang I hate that faggot he so corny,0
@YourDudeFerg gay fags,0
@YungRajee Shit ill pay the premium to get away from these anything ass hoes,0
@ZaneIsClasker the fuck r u talking about I told u once and am going to tell u against nigga I love white bitch gtf bro,0
@Zohdaa fags,0
@Zwaaad fag,0
"@_Andrizzy_ aw drake is, do you sit in the corner and cry when you listen to him? lmfao, pussy dick rider, how drakes cock taste faggot.",0
@_C_Parris69_ your picture makes you look like a serious fag. #justsayin lol,0
"@_GOLDwhippp faggots, old people, people who can't drive, drunk people",0
"@_IAMKEN fuck Brett Farve redneck ass, he stuckup he don't give a damn lol he be on campus acting like he the shit",0
"@_IAMKEN you'll make the team, them niggas trash. Lol",0
@_Nadiaxo fags,0
"@_SoulSurvivor_ @zakbauer I dont have any problems with zak, but you seem like a faggot http://t.co/NbFAArxvRP",0
@_TriggaPlease_ @kanyewest he's a faggot,0
@_TurnDownDre @Jordan__Grimes @kushdaddycorr @TRob_waddUP that's true idk why your even in this convo you dumb nigger attention whore,0
@_TurnDownDre @kushdaddycorr lmao you stupid nigger,0
@_XoXoKelsey_ hell naw fuck them bitches serves them right,0
@__Black_Jesus yea I forgot I was talkin to a degenerate faggot,0
@_____0__o______ faggot,0
@__hannerr__ you're a faggot,0
@_angelaaau hey fag i &lt;3 you,0
"@_cblaze @Barbod6FCB @ODDBEAST Man bitch am not gonna do a damn thang, if u don't like what I got to say then unfollow me",0
@_elennamichelle nope not at all but I'm stuck in a house full of fucking niggers help me escape &#128553;,0
@_jeff_hank @lgreiner3 @RayceWarden @BigJohn_Studd shut up nigger,0
@_n1k_nak Status Report: Making a pit stop in Canada to rape bitches,0
"@_westwest_yall @phampel WooHoo! New Black ""Kill Cracker babies"" Panthers to the rescue! #racist #trash #thugs #Ferguson #fergusonriot",0
"@_womanoverboard ""nigger""",0
@aasthaxoxo oh shut your mouth i was talkin about the morning you fag,0
"@aldofelix naw dude I wish, they're white trash",0
@alexissert leave dyke,0
@allsportsbruh you say waste a draft pick on Manziel when we have Mallet. that's why I'm telling you to delete your account. You're retarded,0
@alyssawiens faggot,0
@amandabynes i can give you some of my clothes so you can look like a cute dyke,0
@amarierubio chink eyed !,0
"@aravosis May I jump in u ball-less dick-wad? As a conservative, feminist, disabled vet bitch, I wish u luck with a capital F. @DLoesch",0
@ashhruggiero happy birthday queer,0
@asshole_king oh no. They drafted that gay ass that come out on TV? Well u welcome to Redskins nation. No queers just a lot of niggers.,0
@asshole_king pats owner is a kike.,0
@asshole_king with pills that nig will last 4 years. Like magic j .That nig should hav died years ago. Y'all the first team to draft gay.,0
@atspace your 2. And 3. Nigga them hoes suck wayans brothers are not funny at all Jamie foxx should be number 2,0
@austin_farrar your a fucking queer faggot bitch,0
"@bad_boy_six @ksteven37 
Here ya go wetback, eat this.. http://t.co/kf6PgZvH5G",0
"@badshah200 Ur pal @STLAbuBadu threat2 ""apostate kufar""&gt;""I cld cut ur neck w/sword of islam &amp;watch u squeal like a bitch like Daniel Pearl""",0
@beesands10 But that's what you call white trash with money!!!!!,0
@bellaangeletti no ud still be a fag if I was lolz,0
@bellaangeletti ur a fag,0
@bitchdicknigga you're a fucking nigger,0
@bitchkrieg like the new AVI. My Twitter is retarded and shows you in the cubs hat but when I stalk your profile it show the new one,0
@bnp We are being overrun by mongrels because ZOG or the Jews that run our countries want the white man to perish.,0
@bonnoxxx haha bitch ima draw a webb in bullets round yo fuggin forehead #BeamThat bitch i know where you reside,0
@bonnoxxx nah she said you a fag,0
@brrrrangadang this nigga &#128529;&#128529;.. know damn well you a coon,0
@cambreezy_ @TheLittleFella_ she spelled faggots with an e you're so cool lol,0
@caykelly16 @MadisonEarhart u guys are fags.,0
@chanelisabeth that nigger music,0
@chemicalkidss this bitch look like a fucking white trash Trailer park queen lookin man bear pig. http://t.co/fqyXLJYIET,0
"@clinchmtn316 @sixonesixband AMERICA today, the rule of thumb is: when in doubt, blame ""whitey""",0
@coffincreepxx you had to throw in the faggot word smh smh smh,0
"@coughlan616 Youre racist against white people whigger. Anti-Racist is a codeword for anti-white.
Anti-zionist is a codeword for antisemite.",0
@dantoomey2 fuck you faggot,0
@darthdanaa Yes you do retard.,0
@davidly62793584 how many fuckin fags did a even get? Shouldnt be allowed into my wallet whilst under the influence haha,0
@delaney_guinan a faggot that needs to grow up,0
@delaney_guinan you did a good job doing that to me and not texting back faggot,0
@deno_5 @kaitlyninst0ne you're reading you coon,0
"@densonkeith most of these people are followers of followers of truth, but they themselves are still niggers... their outlook, mind &amp; all.",0
@denytheprophecy thanks for ignoring my texts fag,0
"@dish_answers 
You gots da BET and da MSNBC wit dat colored reverend who only listen to coloreds. What else I missing?",0
@djfeds suck my dick tacos el negro better,0
"@dolphrudager You don't have any kids?! What are you, one of them queers!?",0
"@drboycewatkins1 Coons and monkeys like you disgust me, you minstrel show negro. Crying about shit all the time you're a disgrace everywhere",0
"@drew4130 @mailgal2000
Y'all hire colored folk? Only work half da day and throw da mail in da sewer if we ain't done",0
@ehasselbeck @bi_politics teaching that pretend son to b a pussy! his son would have LACE ON HIS JOCK STRAP!,0
@el_prietito @lovexlilyy Them jigaboos aka homewreckers needs to get blocked!,0
@elchavaloko who cares tbh ones a shitty dirty Argentino &amp; the other is a feather fisted nigger,0
"@erinscafe We hate the Yankees though, right? I feel like I'm really good at hating them.",0
@femalejokerhoee yeah he sucks just like the other fags who are... oh nevermind there are NO fags in the #NFL,0
"@feverspell @NYRKelsMads I'll do it! @1dgroupiegossip In the UK, ""Fag"" means cigarette and a ""faggot"" is a bundle of sticks, you homo.",0
@fucktyler fuck you spear chucker,0
@fucktyler me too Tyler it just makes me think that they're lil nigger baby hoodrats.,0
@garrett_winker wow u hoe is the term for women,0
"@gayle_ryan I don't hate the Japs. But, I AINT FORGETTING GETTIN JAPPED EITHER.",0
"@gellebeaux_ whatever hoe bitch #1 them ""fags"" beat yall sad asses too",0
@genuineMitzi @NonVictional fags.!,0
@georgiathenewsa @Rosaalbae your tits may be better looking but her face makes you like a Asian or Latina tranny #facts,0
@georgiathenewsa you look like a welfare bitch compared to Latinas I date and fuck. You need fashion and makeup tips tbh,0
@gezus__ @MANIAC3X @bam00se @Woody_AFC mean bro fucking faggot,0
@gezus__ die in a car accident then faggot,0
@godrocamora416 faggot,0
@gonzalez_sassy ur not sassy white trash change ur username,0
@gvvenivere learn how to type ya hillbilly,0
@hand_tex @drapermark37 humans are evil man. Cutting tusks of these beautiful animals so chinks think the get a hard on.,0
"@hekterr don't stop now half breed, I'm just starting to learn about what makes you a dumb ass",0
@hellootitty nigger,0
@heyrmbr probs that fag Vhia,0
@heyyayled do i have to repeat myself u white trash,0
@holyh00ker he looks like a pretty dyke&#128129;&#10024;,0
@hunterbuch66 @kieffer_jason @sbsylvester all u can pull is the fucking retard,0
@hunterbuch66 @kieffer_jason @sbsylvester yo fat ugly ass couldn't even pull the ugly bitch in the school,0
"@iNURSELISA @blackredsoxfan 
It's a nice way of callin y'all honkies",0
@illbreatheyouin happy birthday faggot.,0
"@infidelpamelaLC I'm going to blame the black man, since they always blame ""whitey"" I'm an equal opportunity hater.",0
"@iowahawkblog @jjauthor to ----&gt;@DavidMasciotra get past boot camp, and go active a few years, see what we REALLY do daily you liberal pussy",0
@itsjaylaaa eat shit nigga bitch turd bag dick beetle,0
@jakiekoelewijn nigga who's bitch u fucking cracker get your gay ass out my mentions.,0
@jayswaggkillah Is a fag,0
"@jdickerson @ScottPelley @bobschieffer all racist nTx trash w @NorahODonnell all hate to see this particular man in WH n not the ""Butler""",0
"@jennybaquing so terms like honkey, cracker, peckerwood and stereotypes of white people fucking their kids and sisters isn't racist? sweet!",0
@jimachterfeld @joeo670 @dan_bernsein Bernstine is Chi Sox Jew fag.,0
@jmellor432 fag,0
@joeylattime @Mawson38 @ameriC00N thats just me rooting against a team I hate not banwagoning u retard u have a different favorite,0
"@joh2guy I LOVE RACISM! ""Blame whitey"" for EVERYTHING!
Now that you mention it! I bet the white man put the Desert tortoise on #BundyRanch",0
@joshgnf @brana_nv @define808 @ironbjk @mrjstn oh shut up faggot get a disease overused on twitter,0
@jumpmastere8 @dmcgowen1776 @visitorvisiting its retarded,0
@just_joshin7 fag.,0
"@karmendanielle_ u gotta slow down these coon hrs all they know is love n hip hop, lebron, &amp; fake love quotes",0
"@kcSnowWhite7 @SamSaunders42 don't forget nappy headed, butt ugly bitch, who's married to a Muslim",0
@keltor_wade nah dude mostly just sound like a faggot,0
@kiara_curry i know im so kidding. Some of BET is funny. I love when blacks call eachother ignorant and niggers. Makes me not have to,0
@kieffer_jason @zach_smith98 @NathannDevlin so why the fuck are still talking shit. You acting like a pussy ass nigga,0
@kieffer_jason bitch was i talking to u stfu and get off my page oh bitch nigga u bout that life,0
@kieffer_jason here let me say it more clearly since your retarded ass don't understand,0
@kieffer_jason how would u know if I don't fuck with you? Exactly you don't wtf I got shut your retarded ass up,0
@kieffer_jason lmao why ur dad raised u to be a bitch made nigga,0
@kieffer_jason oh am I lame but yo pussy ass didn't show up the fuck u talking bout oh scary ass white boy,0
@kieffer_jason oh but I am and my grades say other wise so u can stfu and get off my Twitter or u can box simple ass that pussy boy,0
@kieffer_jason your so fucking retared its not even funny bitch im going to sleep u,0
@kiela_g_3 &#128514;&#128514;Alright fag what about this? http://t.co/5ht61NmjJ3,0
@kincade00 shut up bitch for I spit on you,0
@kingxxlopez Roberts is a fuckin fag&#128514; smack the shit outta him,0
@kirstynehbu faggot,0
@kitlange stop oppressing me! Have you heard of free speech? Stop shoving your lifestyle down my throat! 1st AMENDMENT! #tcot #teabaggers,0
@kitten_nugget69 stfu dyke looking hoe.,0
@kittty_jpg @SteeZeyFLOW @nosfiend215 at least im not black bitch your parents left you in the mcdonalds parking lot after you were born,0
@klejdys He may be 'hustlin' but he studied Critical (Race) Theory and 'my people' Holder is getting his 'revenge.' They hate whitey.,0
"@kmdk83 @BeautifulMined
I hopes dis ain't cause he colored cause I knows he be actin all nigga like",0
@krispy717 @grizzboadams fucking gay faggot look at that gay ass pink shirt haha,0
@kristin12909 better nig. Lol but if anything ill flip u the 10 or something. Im tryna get some more cash,0
@ktpowers98 @WendyDavisTexas Ha Ha Ha no good fat dyke,0
@kyleefagnola call him a cock blocking faggot,0
@lcxancilleri faggot,0
"@leetreble_ quit bitching faggot, happy you cant see your faggot family cry baby little girl crying in the parking lot, you aint a man sissy",0
@leiacatherinexx don&#8217;t be a hurt little faggot,0
"@leighvl Niggas probably be watching me like ""Look at this Uncle Tom ass Rasta""",0
"@lillivonschtupp @13Damage @BrazenModels 
I don't likes dat magazine. All da black folk look like dey one chromeasome away from da ape",0
@lnsightful @zT_Supreme @uncr4fted @yoPapi_chulo omg no plz stop calling me an idiot... are we in kindergarden you fucking faggot,0
@lord_jonesss none of my business ? Nigga if you get that I'm living with you lol and I'm stealing one of them bitches and 100k &#128056;&#9749;&#65039;,0
@lucas_wright955 @MichaelGT03 faggots,0
@luvvida You're right.. I be around my nig....,0
@maggie_burdis @nickgoldapp lmao dude you are probably the biggest fag in nebraska &#128514;&#128514;&#128514;&#128514;&#128514;,0
@mah5H stfu white trash,0
@maliktender gayer then 2 faggots in bed together&#128129;,0
@marclamonthill will you mention why being called nigger is wrong(witch i agree with) &amp; bossy is wrong.but being called a pimp is still ok?,0
@marylene58 @sunflower1790 @shelliecorreia @Jan4USA no just a niggress that thinks she's human.,0
"@matt_chu22 @RyanRiehle I'll do that, if you agree to take your Ethiopian starvin looking nigger ass back to Africa. #BuyFoodLittleGuy",0
"@mayormcginn If racial minorities weren't criminally inclined, they wouldn't have so much to worry about. Act your color, race traitor!",0
@mflagginski I live in the eye of a white trash hurricane. Milwaukie OR. Where people use bikes BC of DUI's not to save the environment.,0
@michaeldbirch What else do you expect from that nigger lover?,0
"@midgetmadz shut your dirty dirt trap you limp knees, ashy footed, blue balls, isolated hamster wheel, no nipples bitch",0
"@mike_ray7 congratulations, you are officially fucking retarded.",0
@mikecheck_123 the favorite drink of white trash everywhere....,0
@milfmob @yoPapi_chulo fight me you fucking obese niglet,0
@mimiswagnotes You are an ignorant cunt.,0
"@miranda_mills okay, let's fight you ginger faggot",0
@mjs79 @ChingonAbe well he is at Genos. So he is the ultimate faggot,0
@mlvassallo Oh really? fags are gross You aids infected sick fuckers,0
"@moneydriven @2ManyLouboutins glad about your uncle, another stupid faggot off the world, hopefully you next.",0
"@moneydriven I see a picture of you smoking, such a man of god. Disgraceful nig, you sir, are an embarrassment.",0
@mrgeology no you ignorant cement headed hillbilly. You said taxing. Cant you fuckin read you fucking knob gobbling douchebag,0
@nCrusade @GodManiac_ come wage with us fag,0
@nosfiend215 @faggot696969 niggers,0
@oVoshubham No the fuck am not bitch how bout u get out there bitch ass Nigga stupid ass,0
@onIinebaby I knew you were a faggot though,0
@passIt2Liv Hit a bitch it's not like you can see the bruises,0
@patrickstpierre You're a fucking faggot.,0
@phishlicia I'm 5'8 fag &#128536;&#128536;,0
@phreshagu_25 yeah you right and you know them Mexicans bringing all they family that hoe finna be packed,0
@poloswagmaster if you go could you hook up the plant city faggots or,0
@pombuenaa I'm surprised you could read it with slits for eyes,0
@prettygrl_rocky ugly dyke,0
@real5Hfacts stfu u ugly dyke,0
"@realDonaldTrump he looks like reg. Memphis,tn. trash! we got them everywhere.",0
@rickygervais BORING&amp;HACK allah and mohamed are also against fags.PLEASE mention them as well.did God take away your balls as punishment?,0
"@salomanizor I'm a faggot :/

http://t.co/Gr627ldfaa",0
"@samzbikowski Cody is ALWAYS calling people ""nigger"". He's a fucking spaz!",0
@samzbikowski some negro amigo pulled a gun on Nate and I a few weeks ago. I was STOKED!&#128299;&#128299;&#128299;,0
@saraelizabethj4 that's what happens when you date a colored,0
@sarahVICwood im going to murder that fucking cunt,0
@sassyharryballs ugly white bitch,0
@sassyharryballs ur ballsack is hairy gtfo tranny prude bitch,0
@saucygyro that was back when nigger music was decent,0
@sbsylvester @kieffer_jason @hunterbuch66 bitch u ugly then hoe,0
@seannn181 youre a fag,0
@seansteiger31 @ me then faggot,0
@shefeelsD_Payne hell naw he ain't he the star of that team lol but I'm sure that white honkey called him a nigga,0
@sho_time_ @MitchVorce chill ur pussy gay af,0
@sizzurp__ @bootyacid @ILIKECATS74 @yoPapi_chulo go back to lego club faggot,0
@sizzurp__ @bootyacid @ILIKECATS74 @yoPapi_chulo yeah ok nigger.,0
@skrabah Don't my nigga me honkie,0
@sophhh_marie ugly emo trash go cut,0
@sramirez07943 it's goldbar dumb bitch and no my dad wouldn't pick you up he doesn't like faggots like you &#128528;&#128076;&#128079;,0
@stevoburns561 @ImSwaveyNShit @FreddieGibbs Soft shit? Are you handicapped or retarded?,0
"@sweetakin Only rich white liberals know what's best for black people. If they don't see that, they're obviously Uncle Toms.",0
"@t5_harris Are you working on route running and catching. You'll be a good WR for Grier. Have fun with the white trash, racist UF fans. #FSU",0
"@teenagesleuth .we got 1, except eric holder gave them 2 the beaners 2 kill americans! guess he is race blind!",0
@theshardyrebel #faggot,0
@thewagnerer fags***,0
@tiffantasticc your dad is genuine happy guy because his kids aren't niggers though &#128532; jimmy is my nigga 5eva,0
@tori_mills02 I believe that you fuckin can punk nigga bitch&#128520;&#128170;,0
@triple6em96 @Hunglikerobby_ bitch you watch your fucking mouth you dirty whore. I swear to god that's a thin line,0
@truuueee_ that bitch done.. have it to u on Sunday my nigga,0
@urbasicyabish @Mikeaveli fucking faggot,0
"@valonfox13 not no but hell no, when blk. stop sayin nigger I will, what they can have I can have. this is america",0
@vernon1488 town . At a movie with friends. I stabbed a nig 3 times and got sent to prison. Justice?,0
@vinny2vicious faggot I knew you weren't really my friend.,0
@vj44 did I mention you are an ugly cunt? Go back to Iran.,0
@wclemons @thejoelberggren @anthonycumia you little fag. At least I will fuck a Woman to have kids. Plus work to support them. Hipster homo,0
@white_thunduh my bitch dont want your ugly ass gtfo ol peyton manning lookin ass,0
@whiteangelss84 y dont u end us monkeys then? U hate us because were better than crackers &amp; I love it. Deep down u know weve done nothin 2 u,0
@who__CHRISJONES @WhyYouSoShort who is dis crack ass cracker,0
@whoswilly white boy talmbout Ight I'll see you tomorrow at school nigger,0
@wutkarina Alright fag,0
@xLoiterSquadx i made you lunch you fat faggot &#128128;,0
@xZimpx @Prophzilla This is Twitter. Not only are you a fag but you're also retarded.,0
"@yawlknow @HoskinsTy96 ""all of these rednecks and none of them can keep the fire lit"" &#128514;&#128514;",0
@young_moniee what's this chinks email? I'm moving to China and slicing his throat,0
@zeitgeistbabe I hear Bill likes trailer trash like you. @LincRomero7 @JTStover @TheObamaDiary @RebHug @Loriisright,0
"A guy claiming to be Republican called C-Span news and said ""Republicans hate that nigger Obama"" https://t.co/XZe0u7guZM",0
A nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at,0
"Accept your flaws and imperfections because that's what makes you, YOU! See I'm a fuck, small dick faggot with parents who don't love me.",0
Ain't nuttin but a white trash party.,0
"Ain't shit like fucking another nigga bitch and askin her ""who pussy is this"" and she say yours lmao no bitch im stealing this pussy lol",0
"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans &amp; trailer park trash white girls.",0
Al noooo ...... Too late fuckin faggot ! Lmao,0
All da lil bald headed bitches standn outside of kevin gates tryna get in &#128514;&#128514;&#128514;,0
All you muzzy lovers need to do one thing. Tell muzzies in the mideast to leave Israel alone. Don't start no shit won't be no shit. #Israel,0
"Almost got to see a white boy get beat around today, but he ran like a bitch.",0
Already more yellows than the last 2 years combined #IndyCar #Honda200,0
Alright ya faggots. Lets just stop with all the S/O and R/T. No one gives a fuck on what you think of other people. Probably lying anyways,0
America is white trash and so are all Americans.,0
And I wanna say something SOOOOOO bad to these two cunts on Twitter eh..,0
And I'm definitely top 3 at makin beats in the city but y'all niggers love your trap beats so y'all probably won't admit that,0
And the Jew @Deuterostomes favorited my tweet though. Lol. Don't have anymore time for this trash.,0
Ankles &#128128;&#128514;&#8220;@Saina_faal: &#8220;@martian_Mulah: Hood bitches with long weave is the worst thing ever&#8221; weave that be touching their ashy ankles &#128567;&#8221;,0
Anyone who came to the US as an indentured servant is white trash.,0
Apaches' 30 MM rounds turn Jihadis into tomato soup @MarkRothschild1 @Rockprincess818 @NoFear3136 @Lanna70115,0
As always Eli has the stupid hick hayseed look on his face Giants fans kill yaselves it's gonna be a&#8230; http://t.co/JcYZzMKCfu,0
As soon as we left Iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up. Pisses me off.,0
Awk... U don't like your own nephew / cousins bc our race.. LMAO broke ugly bitches fuck them we don't need them,0
Ayy Carlton is a ghetto school now #SwitchedAtBirth,0
Bald head bitches think it's their time to prosper !,0
Between this trend and the vines acting like women its like niggas couldn't wait to be faggots http://t.co/dKVnjmCarZ,0
"Bill Smith DDS MTV ODB LGBTQ MMA NFL AFLCIO 

bitch pick one.

Fucking hate you.

I know you proud but shit.",0
"Bitch ass nigga, be hating on black women... Uncle Tom bitch punk.",0
"Bitch fuck yo nigga, what's up with that pussy!!?!",0
Bitch you're the ugliest cunt ever.,0
Bitches be having a nigga but want to be another nigga WCW bitch it don't work like that,0
Black bitches don't be kickin up in our school. Bitches still comin wit durags still on they head nd shit.,0
Black cops want to kill white citizens. Spic cops want to kill Anglo citizens. Zigeuner cops are all rapists.,0
Black people like @ChiefKeef disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity,0
Boy Yung thug is a fag,0
"Brady heard yall say he was washed, now he washing the league on you hoe ass niggas.",0
"Bro everybody is a ho then, fuck it, your favorite Color is mango red you are a ho, you charge your phone all the way to 100% = Ho, smh",0
Bullets through a nigguh tru jeans,0
Bumped into a bitch that filed for sexual harassment at work against a co-worker...I aint been so shook in my life,0
Burn bitch http://t.co/63FmrF0g5j,0
But atleast they let me know...ur a faggot if u keep those type of twitter secrets,0
California is home to skater trash.,0
Can #faggots of #HoneyBooBoo imagine this #internet world was created to trap them and feed them to #Allah like gazelles? #IT #StephenKing,0
"Can&#8217;t wait to humble these niggas in the playoffs again. Until then, good job hoes",0
Can't stand bitch ass niggas.,0
"Can't stand that asian dude just now, faggot gives me attitude cause I almost forgot my water, fuck u faggot if I wasn't on stage",0
Can't stand that faggot.,0
Can't take u coons nowhere &amp; I mean nowhere,0
Ceasefire?Let's see how long those towel heads can go without trying to attack Israel then cry to national media when they get popped again,0
"Celtic means white trash. If someone says they're Celtic, it means they're white trash.",0
"Chasing these hoes, better get cash nigga",0
Chicks love these ugly hipster faggots. Prolly cause they look like the dad that was never in their life.,0
"Chill RT @PhillyTheBoss If I ever become president Imma ban Henny from America..... For a Day, just to see you negroes panic. ""gotcha bitch""",0
Chris Bosh bout to disgrace the trophy like a real faggot smh,0
Clan of retards...,0
Come on nd get that chicken niggers love dat chicken from popeyes http://t.co/YjFh2HaVav,0
Crew neck ass nigguh,0
Curse AVI for Coke because he's a fag and hasn't put it on yet http://t.co/jHQPwop4wk,0
Cussed out by a fat redneck on the last day YOLO @ShawnnaSanford @MeganMonday13 @kelsss_lynn &#128514;&#128514;,0
Cute ass niggah. http://t.co/h0SQoPTYfX,0
DIVERSITY: Chcgo Blck Pstr Flooded w/ Dth Threats Ovr Endorsement Of GOP Candidate: &#8220;U Sellout Uncle Tom Ass N*gger&#8221; http://t.co/vcBWzkyeDv,0
"Dad just yelled out ""in bout to fry some chicken like a nigger""",0
Damn @JustDoMe_ &amp; his nigger music waking up the whole school in the morning .. &#128664;&#127926;&#128543;,0
Damn hoe.. You so ugly even hello kitty said goodbye.,0
Dani Alves pulled off that hairstyle. Neymar just looks like a faggot,0
"Dear Utah Polynesians: Again, stop acting black and speaking ghetto. Speak FOB, you ain't no ghetto niggaz.",0
"DeeDee, Patrick, Ed, Sheen, Timmy's Dad, Beavis &amp; Butthead, Peter Griffin. This is just a list of SOME mentally retarded cartoon characters.",0
Delete now you bitch ass nigga RT @Quanny_Quan: If the Redskins beat us I will delete my fucking IG,0
Devin Hester's a bitch,0
Dis broad done tagged dis nicca n a video of his sis giving dome .. #Tragic,0
