text,labels
"Jason admitted you're a stuck up bitch lol, which you are. Think you're so much better than everycunt, naaaaa",1
Lmfaooooo : Can't trust a bitch that don't smile with her teeth.,0
Niggaz like all them naked bitches on IG pics NIGGAZ DONT LOVE EM,1
But atleast they let me know...ur a faggot if u keep those type of twitter secrets,1
who cares tbh ones a shitty dirty Argentino &amp; the other is a feather fisted nigger,1
"Denver TV airs clip of digging through trash in ""Ghetto Aurora"" to put Black and Mexican ballots to ""good use.",0
Stop stalkin your girl social media u bitch ass nigga,1
Niggas sleepin with bitches grandmas??? Lmfao maury fake af,1
I think dat called me a nigger! What do move away from da dark side mean?,1
wake me up when da bitches get here,0
"#Merched"": Smoke wit a bitch in Nap and let her play music I bet 100 she turn on boosie or some slow shit """,0
"1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing!",1
"stfu hoe : ""I'm proud to be African American"" - Proud African American ""I'm proud to be white"" - Racist",1
Black cops want to kill white citizens. Spic cops want to kill Anglo citizens. Zigeuner cops are all rapists.,1
Smh hate that hoe,1
"""""At least I'm not a nigger"" Lmfao",1
"The problem with retard liberals is they think Supply &amp; Demand means ""Supply me with everything I Demand."" #VotingMatters",0
he looks like a pretty dyke,1
niggas be on pussy shit,0
"yea, it looks fag-like",0
Boozer so trash,0
You're just another nigguh.,1
Hey Antony you speaks colored good,0
"i can do somethin good but im always gon be a ""wetback"" coo..",1
I just wish I had a girlfriend to come home to after a long night of fuckin wit bitches in the club,0
"If you would have followed George Washington in 1776, it means that you're white trash.",1
This bitch about to get dragged LMFAOO omg,0
haha bitch ima draw a webb in bullets round yo fuggin forehead #BeamThat bitch i know where you reside,1
pls stop gassing fat hoes,0
Niggas/bitches cheat cause mf's always think they gettin played,1
"""you are trash"" me:",1
He's a pretty damn good actor. But as a gay man it's awesome to see an openly queer actor given the lead role for a major superhero film.,0
my bitch dont want your ugly ass gtfo ol peyton manning lookin ass,1
But...country music listeners really are hicks and alcoholics,1
fuckin pussy haha,0
"true! I miss yall man, yall are my brothers. Is mikey starting? And what about the chink? Lmfao",1
Hate this dyke,1
omg : Fat bitch. What's her @?,1
Waiting on this wetback sycksyllables,1
"It's funny how females don't want to be called a ""bitch"" but if you put the word bad in front of it then they're happy af",0
How to get bitches,0
My phone acting retarded,0
"Well, Maryland is just a bunch of hateful rednecks, anyway.",1
honky tonk badonka ankh,0
Any man who orders a 6 inch sandwich at Subway is a pussy bitch. #Fact,0
"It's because you can't bend me, you can't buy me and you can't make me into your nigger! #Farrakhan #TheTime",1
That fucking slutty beaner,1
haha bitch ima draw a webb in bullets round yo fuggin forehead #BeamThat bitch i know where you reside,1
"Just like when I call someone a nigger! It's not because they're black, it's about how they act. LIKE A NIGGER!",1
you a Oreo cookie now.,0
HELL YA THEY SHOULD MAKE MORE MALT LIQUOR ADS LIKE THIS. - Dis be heaven fo a colored man,1
You're a little bitch.,1
""": trash",0
"Worst shit ever.... mayo already trash, and to mix that trash shit wit the gawd condiment that is ketchup is ultimate trash",0
coming to the rescue of some retard licking dirty skidmarks on the internet... you guys are fucktards,1
"The way a Klansman would say ""nigger slave"" is the way the says ""Conservative"". They literally sees conservatives as their slaves.",0
lmfao go to bed whitey,1
"omg ur finally losing ur patience. ""Cause ur a hoe!"" I love it. can't stop laughing.",0
damn cuh. alu mohe my nigga just make sure you alu polosi ho nifo,0
"oh woulda coulda shoulda ass niggas bitch ass nigga, what u bout oh ban wagging ass nigga catch your phase",1
hoe ass nigga,1
Shannon said U hoes cant be wit The GLO!,0
Bad lil short fine bitch lil petite sumn,0
Lowkey have no hoes and my life is an L,0
Congressional Hopeful Richard Tisei stops in at Baker's Swampscott Rally. But still no Charlie. #wcvb,0
shut up bitch for I spit on you,1
The face you make when you see a hoe trying to preach on twitter,0
yu ah hoe,0
stay talking defending your fuckboy ass boyfriend or what? go suck him off while youre at it faggot,1
"Alarm set, early bird n all that. Night all xx",0
Niggas be waiting for these light skin bitches to respond to a DM like ...,0
Stop stalkin your girl social media u bitch ass nigga,1
Funnie watching my nig interview on ESPN,0
fat bitches fat bitches heeeey,1
Only white trash would call slants and hindis and moslems their equals.,1
"Why do the trashiest, really ghetto girls always get the most likes and comments on insta? Boys up and down their pictures a",1
Pussy's don't get pussy.,0
why were there penguins and a bird in the puppy bowl???,0
Nigga wanna bitch about a party y'all know my address knock at my door,1
I respect those niggas who respect their girls &amp; dont pay them hoes no attention . Salute to you !,0
LOL! It's an acronym for: that hoe over there.,0
"I hate that my mom says she trying to move out here... Like bitch the only reason your ""trying"" is because you don't have a place to live..",1
She fuck with me cause I ain't no bitch .,0
hoe ass nigga,1
I'm pussy I'm not about this internet life .,0
"you call someone a faggot and then say to kill themselves, you are a pathetic human being. A fucking disgrace.",1
you a bitch nigga,0
some negro amigo pulled a gun on Nate and I a few weeks ago. I was STOKED!,1
"I wonder if that Latino strategy is working?: GOPer doubles down on ""wetbacks"" but backpedals on ""shoot on sight""",1
happy birthday queer,1
"lmfaooo how many ""returns"" has this faggot gotten?",0
lol you tell that bitch,0
If you act like a fucking retard when your high it's over mane stay away from me.,0
You better pray I don't send your nudes out bitch,1
bitch you better not disappoint me. madonna and britney and xtima have : My new single #BabyDontLie is coming Monday!!,0
"Young, attractive, successful, supportive, faithful man w his own everything..u think bringing solely pussy to the table is",0
"Celtic means white trash. If someone says they're Celtic, it means they're white trash.",1
Members of non-traditional religions are all sub-human trash.,1
Yall letting these hoes fuck you with the strap after you said no?,0
man some lame niggah when I find him I'm unfollowing TF out his ass!,1
these folks so bad. I'm just here to talk trash.,0
you understand you look like a real life dyke right? Like you look like a WNBA dyke bro. A sports bra &amp; bball shorts wearing dyke,1
#EndoftheWorldConfessions I follow all of these retards on Twitter because they're all a bunch of morons &amp; I need g ...,0
"yep, which is messier/more dangerous/more environmentally-unfriendly than their retarded new spouts.",0
that hoe on some other shit bro rt and 100x better rn that a nigga high,1
Yesterday was an all around good day. Great day. Saw a lot of people i havent seen in a while and got high as giraffe pussy #Easter420,0
"Man, most of you coons couldn't jus up in quit yo job, if you found out ya boss racist, so shut tha fucc up. Niggas love",1
What straight guys take a picture of themselves naked in a hot tun.What fags,1
Why are some people such faggots? Like were you born that way or are you just that big of a douche bag.,1
I hate bitches but ugly and//or fat bitches are the worst,0
I do da flow in a temple today fo nuttin. And dat Jew wit the funky hair tell me I subhuman. He tell me I ain't no mo human den a monkey,1
"Not trying to follow any spooks, no offense ...",1
do you think all the rice fags are at McDonald's?,1
beans u beaner?,1
I don't be on the hoes but these hoes on my snapchat,0
"Ill break a Bitch down, like the pussy she is.",1
"it means that im following orders and being subordinate. sue me, ya dyke",1
"&amp; my sister is really going to fucken deny it but yet sprays the room with febreeze , like really bitch why are you going to deny it",0
jk I'd fuck a dog before I fuck you fish pussy,1
fag,1
ahah fucking queer kill urself,1
"My niccas on sum spooky shit, hide n a cut pop out n drop a bitch",0
"""I don't ever expose females like that.. That's childish.."" bitch nigga shiiii.....",0
Latina pussy be like,0
Cam Newton is such a pussy he needs to grow up and learn he isn't a hotshot any more,0
Green azz niggas!!!! &amp; yall new bitches condone dat sucka activity dat why they keep doin it!!!,1
Giving you that trailer park trash. #transformthursday #ladykimora #vegasqueens #vegasshowgirls,1
These hoes they loving the cre,0
You can tease this dick faggot,0
"they should be ashamed of themselves. I'll be single for life before I fuck w a nasty, faggot ass white man.",1
"""Stacey Dash won baddest bitch evaaaa",1
You're a fucking faggot.,1
"Which one .. Corey or Cory.. Or both : ""He's half retarded""",0
fucking faggot,1
"last year i had to explain why ""queer theory"" is the acceptable academic term",0
"""Roses are red and violets are blue and niggers are black, you know that's true.""",0
"""Just follow the yellow brick twitter.""",0
Jd told me I'm to player to be with one bitch,0
Smh queer,1
You can be a good girl all you want and those hoes still gonna get us niggas attention from time to time,1
"if you really wanna please your man, seeing him pleased Gon turn you on. but you know, bitches aint really what they clai",0
I'll call u bitch for short,0
These bitches love soda,0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #XXX | Hairy Alicia Silver &amp; Tinslee Reagan hairy pussy |",0
How this ugly ass nigga gets more pussy than me ?,0
they can see this dumbass nigger,0
go away already,0
Wish tonight was purge so I can get to hunting Shut yo hoe ass up,0
come to the Davis show and celebrate with me you retard,0
no wonder your career is in the dump that's where trash like you belongs. Thanks to for pointing out your true colors,0
"Playing to white guilt lasted one last time, whitey felt 'absolved', it ends today. It ends in the fields/suburbs of Pennsylvania.",1
fuck you spear chucker,1
Lowkey called that faggot a faggot.,1
happy cuz I woke up white and not a nigger!,1
it's goldbar dumb bitch and no my dad wouldn't pick you up he doesn't like faggots like you,1
"HEY! I'M still on LambdaMOO. (and it really is empty, nobody to talk to except that asshole bird...)",0
"Uncalled for : All trash "": 16. Which one the best?",0
I swear ta god nigga all deses hoes want is a YRN ....,0
*Nicolas Cage unrolls dusty secret scroll* It says here James Madison was a whiny little bitch,0
Innovative ideas about an unresolved issue relating to your ho... More for Libra,0
"I hope i trip and fall into some pussy, tunechi",0
""": Jammin these sad songs, smoking squares thinking bout bitches..."" lmfao",0
You can buy milk w/ WIC guys : #QTNA : How yall bitches gon breast feed wit nipple rings?,0
condom were invent for that sole purpose,0
"Hey fag, I said this was your aunts. *He* said it was you.",1
"""We hate niggers, we hate faggots and we hate spics""-kkk rally",1
""": shes one of the ugliest women Ive ever seen. Cross between a reptile and a crow.""",1
Females always tryna make a nigga feel bad about some shit like bitch I'ma smoke this weed and be happy all day,0
Vin Scully once called me a camel jockey. #liesaboutvinscully,1
I pull up in a gimme yo bitch,0
Iggy Azaelia is no one hit wonder. She is a bad bitch.,0
my mom tried to get me to buy beaner boots bc they were on sale like I'm not in a mariachi band please stop.,1
I do not like talking to you faggot and I did but in a nicely way fag,1
fag,1
#DTLA is trash because of non-Europeans are allowed to live there.,1
I got hella hoes.,0
"Just like ""FAT CHICKS NEED LOVE TOO"" I guess. Some Jeffrey Dommer Type would be all over that sloppy ho.",0
Stupid teabagger restaurant making customers pay 'Minimum Wage Fee',1
yours a dyke,0
I go to take the trash out and a darkskin nigga stole my damn garbage,1
lmao dude you are probably the biggest fag in nebraska,1
wetback,1
Jen: Bitch Daquan dropped your kids off today Keisha: Bitch I don't got kids Jen: not no more bitch I swallowed em,0
"not no but hell no, when blk. stop sayin nigger I will, what they can have I can have. this is america",1
insecure much put all you insults in one tweet. Fucking dumbass dude I'd wreck you you faggot,1
She said she don't like the fact that I smoke cigarettes. Well sorry Mrs.LadyBitch I don't like the fact that you're a hoe,0
A bitch can look like a million dollars wit sum garbage ass pussy,0
I just punched in the nose on accident because she just shocked the crap out of me bitch that hurt!!,0
I'm so sick of u niggers...,1
"You ever dream about fucking a chick, fuck her in real life then the pussy was better in the dream?",0
"#faggots are MERELY a #scientific indicator that SOMETHING IS WRONG&gt; Do not celebrate as ""unique indiviuals"" for they are #cancer&gt;",1
No more SnapChat Selfies. No more Instagram Selfies. No more NOTHING i WILL NOT be a bad bitch a week man what am I going to do,0
"When the Yanks and Sox get together, things usually go smoothly -&gt;",0
is a fag #hesgay,1
Yeah you bitch,0
"Fuck you faggot "": Grow up I'm gonna be an old ass man STILL playing video games""",1
I missing something of my ofay friends. Day all scared by da recent happenings. Don't chu worry...ol Lamar say you like da colored folk,1
", me gusta ""typing like a retard to make the other person look dumber by pretending to agree with them"" bazinga",1
This chick looks like she straight up took a colored pencil to her eyebrows #thatshitdoesntlookgood,0
My pussy tastes like Pepsi Cola,0
Hoe bitches act up i turn chris breezy,0
Clan of retards...,1
bitch ass nigga fuck you ! &lt;= these hoes ain't got no manners #RealTalk,1
Dyke bitches walk around proud with their pregnant girlfriend like they got her pregnant,0
Only fuck niggas would wanna continue to mess with these messy ass bitches vs. somebody who HAS been down for them all a,1
I wonder if I @ oomf I be like I want fuck would I be wrong or you a be one brave as bitchone day,0
My dad goes son of a bitch and just lights a cigarette in the kitchen... Oh,0
Jealous ass bitch tryna turn me to a lick but you won't live to see that shit,0
Eagles fuck around &amp; lose it'll be kill the cracker at the Sophi crib smfh,1
fucc nicca yu pose to be pullin up,1
"You shoulda learned how to bake, cuz bitches love cake",0
"This vine still funny as shit to me ""How many niggers are in my store""?",1
Hey my folk. This nigger loving Jew boy asked if I was making death threats against his goat fucking people. Fuck him.,1
your so fucking retared its not even funny bitch im going to sleep u,1
YESSSS bitch,0
Thats the only thing a nigga ask forRT : Its some choosable bitches in here tonite,0
It really is too bad that #California had faggot marriage forced upon her after her citizens declared it illegal.,1
bitch I been in Plano every fuck weekend and you make excuses stfu and fight,0
We're laying rock around our lake. You're welcome to join a redneck workout. #muscles,0
Pedro is a little bitch cause he never DM me.,0
"I'm going to sell my iPhone and both my Macs, I don't support faggots.",1
you don't know shit about me faggot bitch,1
#TweetLikePontiacHolmes I do the Pontiac sprinkler... Nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga,1
Versace belts and LV wallets just won't cut it. Need to really show his ass up.. Little bitch,0
"""We're out here, and we're queer!"" "" 2, 4, 6, hut! We like it in our butt!""",1
As soon as we left Iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up. Pisses me off.,1
"after 4 hours and almost 8 pages i want to slit my wrists, but i guess ill just settle for sleep",0
you don't know shit about me faggot bitch,1
#California is full of white trash who moved from #Oklahoma,1
Pennsylvania is white trash and is so are all Pennsylvanians.,1
Being a nigger isn't a color it's a state of mind,1
"#NoFilter I been getting money I ain't worried 'bout a ho, No matter the occasion I'ma always get the dough",0
"No, you stupid redneck, ""Animal Husbandry"" does NOT mean you can get hitched to your blue tick hound, Misty.",1
Niccas be hating on my nicca Jeezy ... #RealTalk,0
learn how to type ya hillbilly,1
Never put nothin pass these hoes cause all of these hoes straight ratchet,0
"i got a dyke wit a child as whse mgr, and she jus hired another girlboy dis week....",1
#ThingsIWillTeachMyChild how to play deez niggas n bitches dat be snakes,1
"' If this ugly ass niggah can be with her , I can too . Tf she with Chuu Baka for anyways this niggah look like a...",1
some girls be using halloween as an excuse to act like hoes and get away with it smh,0
' Somebody come look at this niggah right here * Kevin Hart Voice * lol,0
you sure ?. . . And lmao pussy!,0
fucking creepy ass nigguh lmao,0
just Robert bc he was the one cussing like no tomorrow bc he's a pussy,0
Glad I ain't got no bird legs,0
"o u unfollowed me so i can't dm u, so i'll say it here, you're a rude cunt lmao you can dm me",1
"*Hits Blunt* If cats are afraid of water, why does pussy get wet?'",0
no bitch w my dick,0
3/4 of a citizen. I said it for you maria you spic,1
Julie tell them crybaby blacks to get someone blk. and dress them up white faced......niggers always whining!,1
What a wetback looks like when he gets caught crossing the border.,1
I done went wit a hoe before frfr so who am I to judge,0
Popcorn and candy for dinner. I always knew Charlie Brown was my spirit animal.,0
"yellow in paris! Fantastic effort from #AllezWiggo and #VroomFroome..now just the last stage up for grabs #GoCav #TDF12""",0
Most niccas broke but always n the limelight,1
Lowkey Apple made iOS 8 like this so niggas get caught and have to buy their bitches iphone 6s to make up,0
stay talking defending your fuckboy ass boyfriend or what? go suck him off while youre at it faggot,1
Pie crust is trash. It be all flaky and dry and shit.,0
niggah follow me back,0
"If you don't know what yo bitch doing tuat ain't you bitch, Im just sayin.",0
You other niggas a call up a bitch to fight a bitch naw not me I'm whomp that trick so she can feel where I'm coming from,1
Am not gonna shut shit up bitch but u can get yo punk ass out there hoe ass nigga,0
would be perfect w/a graham cracker flavored bun or a maple dougnut bar.,0
ugly emo trash go cut,1
oh am I lame but yo pussy ass didn't show up the fuck u talking bout oh scary ass white boy,1
"Smh, what a hoe. You just couldn't wait.",0
The mandate still being in effect means the marriage ban in Nevada is unconstitutional. Trial court is yet to enter injun,0
"' That fb profile checker thing fake then a mf , I just added some bitch yesterday and it had me on the top . Fuck fr ?",0
"First I charge my phone, then I text your bitch",0
coons,1
"It's October babe, you don't have to be a hoe anymore.",0
"People talk shit on Twitter but when they see you in person be looking. Like bitch wtf you looking at. Yes its me, yeah I'm cute..",0
Can't trust none of these hoes,0
I got some lightskin pussy one time and the bitch damn near had me bout to propose. had some I had to immediately,0
"Bitch fuck yo nigga, what's up with that pussy!!?!",1
She's a cunt,1
Nah I hate white people now since he looks like a dyke : I think he just ended racism,1
"Miley Cyrus pussy probably taste like wet dog, she has a negative ass, and the bitch looks like Justin Bieber, she so ove",1
"The elite call conservatives ""our niggers"" behind closed doors. #tcot #teaparty",1
A nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at,1
Every time I'm posted up using my phone a Macy's employee wanna scare me bitches,0
Y'all bitches FAKE,0
Eat so much pussy that my mustache pink,0
Niggas be tryna fuck the next nigga bitch not knowing their bitch the next nigga bitch,0
What else do you expect from that nigger lover?,1
Julie tell them crybaby blacks to get someone blk. and dress them up white faced......niggers always whining!,1
you the whitest person on my TL but you always so ghetto. Im sick of it,1
I curved yo bitch. Your welcome.,0
"It was nice of you to unfollow me, fag",1
yes I love her like pussy money weed,0
"Fuckin' #faggots, man. #science knows these FUCKS can't procreate without the help of ""breeders"" but we treat them #fancy? #sin",1
Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,1
"Youre a fucking ugly bitch, I wanna stab you to death and then play around with your blood -Patrick Bateman",1
You're a cunt. Screen shot that,0
"An enraged 6'4"" 290 lb Mike Brown lethal weapon on legs.His hatred 4 the police &amp; whitey added fuel 2 his arsenal",1
fucking pussy that's why exactly. Let me @ the nigga were talking about,0
true sand niggers &amp; bum Brits claim he's a ATG hall of fame legend smh,1
Ever stay home from school and look at the clock and say yeah those bitches in math right now,0
fuck outta here faggot that wouldn't even be a fair,1
Like real shit dude da closest nicca I done seen to AI,0
"Obamas faves: Muslims, black ghetto trash via",1
"she pooted : Either Young Thug gay, or this bitch pooted",1
but you're still a faggot,1
'2' good: Jeter hero for Yankees in send-off via,0
I'm seeing more &amp; more niggers migrating further up liberty rd... smh,1
They slut for me they kill for me they steal for me and of course it'll be yo cash and I'll murder that bitch send the body back to yo ass,1
People who play #roleplayinggames are human filth and don't deserve the same respect you'd give a mosquito. They're soulless gutter trash.,1
Ultimate Chocolate Chip Cookie n' Oreo Fudge Brownie Bar,0
"If you a bad bitch, put ya hands up high",0
"""This is so fucking hot!! #scally #sneakersex #sockfetish #sniff #trainersex love me some kinky scallies",0
so if your 17 and in high school you dont have your own house you fucking faggot,1
Go fish bitch,0
I'd like to rape the bitch that posted that.,1
So tired of Yall hoes giving a shout out to yall Moma talking bout she ain't raise no hoe,0
You be totally correct Anthony. Cant be livin round dem colored folk. Day be bringin down da hood and dem propery value,1
Got receipt ink on your soles? no problem.,0
anxiety is such a cunt,0
"Ay fuck wieners, remember to eat before you drink and remember to drink water while you're drinking and also to go eat shit you pussy head.",0
Bitches be talking about they ride or die with every nigga they talk to. bitch you done died like 8 times already,0
"""s/o the fat bitches who ride dick with a t-shirt on""",0
Idc I eat the pussy,0
"Wtf, ""Show me the hoe facts""",0
I am such a daddy's girl it's crazy I will drop a bitch in a second over my dad bro.,0
Any bitch who need a crowd to fight is clearly easily influenced &amp; weak minded &amp; most likely will commit suicide,1
I stopped caring about mcm when I noticed dykes where getting chose before me,1
"Cody is ALWAYS calling people ""nigger"". He's a fucking spaz!",1
double up on this game bitch,0
If I ride up to your bitch in these then... homie consider yourself a single nigga.,1
I don't trust no bitch ... I dog em out,0
NJ-Sole Sole Sauce! Get those soles icy again!,0
you're a fucking queer,1
All the hoes I did have now they decided they wanted to be wifey type draya fuck all that up,0
Only hoes love me,0
"This girl stress me out , ion even have no hoes shit I be saying lol",0
bitch merry Christmas,0
List of bitches who want my dick...,0
you're a coon,1
Late night phone convos with my hoomie that nigga a gook,1
"Stuff broke loose, must not panic and share GIF instead",0
Murda mook!!!!,0
"most teachers abuse their position, there's teaching with discipline and there's being a cunt, most are cunts",1
nice body parts on ugly bitches is the worst.,0
those little #ISIS faggots usually have bags over their heads anyway. Makes bullet placement interesting thru a scope.,1
faggots,1
It's unbelievable to me that there are Americans who refused to kill the okies. That means all Americans weak willed trash.,1
I need sleep but can't seem to get that place that let's you clam down and sleep :(,0
being a good citizen picking up trash (:,0
"Disturbing: feeling pressure from #ISIS fanboys, Al Qaeda fanboys resort to celebrating 9/11 to reclaim their Jihadi bona fides",0
"No police department that hires gypsies, half-breeds, and nigglets should be trusted.",1
"Hope you guys do get attacked for supporting SOPA, bunch of dirty snake faggots.",1
damn they got wifey Fall back nigga .. I don't share my hoes,1
all the real gangsters knoww nate aint never loved no hoe,0
soon As u get some PT and y'all wonder why I go so hard on these hoes!!! bitches ain't shit smh...,0
I'll trade you one car drift for brownies.,0
"Jesus loves you, but everyone else thinks you're a right cunt.",0
You a hoe.,0
that hoe is like 5'8.,0
"If u cant deal w what we go thru. Then I got bitches lined up, I got an ego too.",0
bahaha karma is a bitch,0
"true! I miss yall man, yall are my brothers. Is mikey starting? And what about the chink? Lmfao",1
Offensive line is trash,0
#TweetLikePontiacHolmes I do the Pontiac sprinkler... Nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga,1
This rain got yall women talking out your ass.. A nigga should spend 80% of his income on a bitch bruh get these hoes the fuck outta here,1
"That fucking San Francisco game man. Wish that trash ass garbage team never ""won."" I pray that they meet in the fucking",0
"One thing I love about russel Wilson, he ain't a bitch about runnin it",0
and trying to maintain this color is gonna be a fuckin bitch like i washed my hair once and it already started going blonde again idk idk,0
dude fucking mono sucks and my bed is trash,0
niggas talk more than bitches these days.,1
GEEZ..... I think #NorthKorea may be right. #BarackObama is a monkey! Surely acts like one.,1
"Whatever! Fuck all those assholes. They're niggers, they all look alike to me.",1
Calm down you little Asian lol just go flip a bitch!,0
Life's a bitch then you die- Tony,0
Seem like da colored folk be gettin in da way lately. I just sayin,1
"An enraged 6'4"" 290 lb Mike Brown lethal weapon on legs.His hatred 4 the police &amp; whitey added fuel 2 his arsenal",1
"true i need to sleep to make them Gainz bruh!! So all the hoes stay Mirin ;p Alright, later",1
I'm sick and TIRED of #faggot #cages trying to see how long before #Moses kills a #Royal.................. #WorldSeries #barrybonds #jokes,0
Scandal: A Negro Bed Wench's Fairy-tale and propaganda: via : A must see for Hebrew Daughters of Zion!,1
You are an ignorant cunt.,1
As a woman you shouldn't complain about cleaning up your house. &amp; as a man you should always take the trash out...,0
will you mention why being called nigger is wrong(witch i agree with) &amp; bossy is wrong.but being called a pimp is still ok?,1
fat bitches fat bitches heeeey,1
I can't play flappy bird. It makes me angry.,0
you call house nigger and she's the racist? Fathom the hypocrisy in that statement.,1
So many hoes whipped you would have thought we were still in slavery,1
"- lol just think about it, there is a right way &amp; a wrong way to love someone. a hoe may just love you for what you got.",0
you're a coon,1
"i just said that : My TL gotta chill with this pretty face challenge foolishness, y'all hoes agg",1
I don't fuck with bitch niggas I only fuck niggas bitches,1
thats a win right there. any nigga who doesnt partake in that is a faggot. even if they dont smoke.,0
"Yeah! Me too. My people, the women, laff at the set apart men... they love the real niggas or niggers.",1
mostly move ya dumb bitch! Haha,0
"i find it funny when fags write ""looking for bf"" on a grindr ap. LOL thats a fucking ap dumbass.",1
What is that monkey doing to those poor bottles?,0
those little #ISIS faggots usually have bags over their heads anyway. Makes bullet placement interesting thru a scope.,1
Mannn let bosh hoe ass hit that 3,0
ugly nigger,1
ape? Fuck u broke ass racist,1
Im a queer.... #mmm,0
cracker jack shut the fuck up,1
You dammn Weed potheads are annoying af on Twitter weed and pot are the same thing faggot,1
"if only there was a medal for that: ""we hate fags, but we won't kill them"" medal. Thank u for the privilege to let fags live.",1
I HATE hoe ass people.,1
Seen niccas come up ... I seen niccas fall,0
Good Morning to lightskin dyke bitches with Steven Segal ponytails.,1
Or the teach might get u got : I really hate a disrespectful ass bitch in class. The professor is talking you STFU bitch.,1
Enjoy 50% off #DC tickets with our code and check us out at booth #640! Vegan brownies samples &amp; more!,0
Yeah man. He even scare me and I is a nigger,0
"fuck you, stupid ass coward ass punk bitch faggot ass racist piece of shit. Punk. Bitch, ain't worth my time!",1
It's unfortunate that everyone thinks I'm a bitch before they even meet me #chronicbitchface #sorryimscary,0
her pussy smell like boiled hot dog water and lizard dick.,0
fag,1
I color my entire arm black with a sharpie and fist my wife's asshole just so she knows what a nigger dick feels like.,1
People on this site are fucking retarded sometimes,1
"Faux Noise pundits don't like duck molester, pro-slavery racist, #homophobic #teabagger darling Phil Robertson either",1
This hoe got 10 seconds to get the hell up outta my face before i set that weave on fire..,0
"Scientists recently discovered that bitches, do in fact, be trippin'.",0
"all racist nTx trash w all hate to see this particular man in WH n not the ""Butler""",1
one good girl is worth 1000 bitches,0
&amp;when they say him they mean dyke Ron #wcw,1
The last planet of the apes with my kids... It's been a minute,0
What straight guys take a picture of themselves naked in a hot tun.What fags,1
aye g.. I fucked yo bitch again by mistake..,0
If her hands and feet dirty : how can you tell if a girl pussy stink before actually gettin in her pan ...,0
they trash,0
furrybah *in my PayPay voice* : The hoes are for EVERYBODY my nigga!,1
"Quote this with a weezy verse"" I'm a diamond in the rough like a baby in the trash",0
sometimes I wanna upper cut this bitch but I don't know if she's special ed or not,1
A lot of y'all hoes pretty until a nigga enlarge that avi...,0
Oh my goodness do I hate Chinese people. Fucking zipperheads,1
my inner nigger is coming out,1
how the fuck do all these fucking faggot ass randos even find zoe's ask account????,1
"I'll do that, if you agree to take your Ethiopian starvin looking nigger ass back to Africa. #BuyFoodLittleGuy",1
happy cuz I woke up white and not a nigger!,1
faggot,1
The reason you called Jesus a monkey is because you knew he was not your color #Farrakhan#TheTime,1
"Seattle Mayoral Election this year. A choice between a bunch of women, non-whites, and faggots/fag lovers.",1
Devin Hester's a bitch,1
niggers*,1
ew she's so ugly who is that hoe,1
yeah you right and you know them Mexicans bringing all they family that hoe finna be packed,1
"okay, let's fight you ginger faggot",1
one time me and this blind bitch was watching a movie,0
I mean we can get married. As long we can sign a prenuptial agreement. It's 2014 bitch.,0
you want my pussy so bad,0
"We agree... do you? FUCK YES, I DO! Send those illegal, wetbacks home!!!",1
"Peace fags, just remember I'm best Lux support NA. Drop LustBoy pick me and Kakao up TSM.",1
Truth : Only a faggot would turn down hairy pussy,1
"Merry Christmas, everyone! Unless you're a fucking bitch then literally just go.",0
"Sexy bitch, hope she bout it",0
I love all people for who they are but there's this one fag that goes to my school that can catch a ninja star to the face ASAP,1
#niggers!,1
"I feel sorry for mexican and Asian niggas, they got the worse shaped bitches on earth.",1
Happy birthday to this coon ass nigga buckcity,1
5000 white men in pick up trucks screaming nigger and my coach got the nerve to get mad I missed the free throw,1
leaving no hope for these hoes.,0
look at this nigger ass nigger shit right here,1
"He ain't shit girl, he a bitch made nigga !",1
The best way to make a hillbilly do something is to tell him he can't do it.,0
Man . Ducked me like a true hick. Would have split that white trash faggot lid,1
its the entire pats bandwagon. Theyre faggots,1
"If racial minorities weren't criminally inclined, they wouldn't have so much to worry about. Act your color, race traitor!",1
I'm ugly so don't worry about me having hoes.,0
"White kids favorite activities 1. Calling people ""niggers"" on Xbox 2.fucking their pet 3. Shooting up their school",1
"Peace fags, just remember I'm best Lux support NA. Drop LustBoy pick me and Kakao up TSM.",1
Black cops want to kill white citizens. Spic cops want to kill Anglo citizens. Zigeuner cops are all rapists.,1
you tried to bit my bottom lip off like it was a snack bitch,0
It ain't nothin to cut a bitch off,0
Joe changed her life and went back to his old bitch : ha.. she got them bitches worked o,0
Lol bitch,0
"No, you stupid redneck, ""Animal Husbandry"" does NOT mean you can get hitched to your blue tick hound, Misty.",1
Lying bitch,0
damn I just got called a hoe,0
Why are some people such faggots? Like were you born that way or are you just that big of a douche bag.,1
1) He's a faggot and I don't like him. 2) I'm on the other side of the state.,1
harm this pussy instead : missing 26-yr-old USC medical student last seen Tuesday May harm himself,1
If life hands you a hot potato try throwing it at two birds.,0
Black people like disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity,1
wya bitch,0
