tweet,label
@atownbrown08 @CarmineZozzora LOL that hasn't worked well for black folks in the past. They better bring a few crackers with um.,1
RT @_IStayLowkey_: This bitch must be stopped http://t.co/plNmHgU4yY,1
@FRANKTHEFOB ok u hav gun. I love you and you are my superior at fighting games and you probably get more bitches too. peace &#9996;,1
@rhythmixx_ why you gotta hoe me like that,1
"He hit me with "" if I tell you who I'm fucking you can't say shit bitch, but her head game on point "" #RNS",1
"yo bitch bitch gone let me fuck tonight
thursty Thursday at the WesGod cave",1
I love me some chunky babies &#128525;&#128525;,2
"Can someone please explain to me, Why are the birds so angry &amp; destroying pigs' homes?",2
"RT @CheefPolo: Niggas be like ""I get 3 times the pussy you get"" jokes on you fam 3 times 0 is zero",1
@_theDarius bitch just be looking for my shit.,1
"The whole afternoon has been about the ""deep voiced bitch""",1
&#8220;@_CocaKoula: Oomf a fake bitch ass nigga point blank period. Smh&#8221; AWWWW SHITTTTTTT,1
Pussy ass nigguh name Jesus. And his daddy,1
@Dswizzle3 bitch i dont even look like that keep talking and we going to fight,1
"@MattLaCasse His do not, until playoffs. But luckily, this means that any future kid will definitely root for the Yanks. #priorities",2
Is there an additional charge for the pussy to listen to my personal problems?,1
"I hate when ppl break up a fight like idc if they best friends, sisters, whatever let them bitches fight ctfuu",1
@michelle_westt birds of a feather..,2
i reblogged them to mock her god bless,2
"&#8220;@OnStar: #Mondays are a whole lot better when you're driving a vehicle http://t.co/LIixxMzNdZ&#8221;

""That white pussy uhhh get ya""",1
Fucc yo face card nicca #UMightNotGetIn #BeerandTacOS #WeTheLastOnesLeft #MilkTheCity #RespectTheCulture http://t.co/LFpQ4fHr9F,1
"RT @StevStiffler: what does ""forever"" mean to some of you bitches? lol 3 months?",1
RT @SassiSissy: This assholes mother should have shoved a coat hanger up her pussy &amp; gouged him to death when he was a harmless fetus http:&#8230;,1
@robbiegallinis hey bitch boy #nigorprobz,1
"RT @PolitiBunny: #YesWeDid attack, harass, threaten, mock and bully any woman or minority who dared not fall in line with our progressive a&#8230;",2
"RT @fernando_822: Rockin', rollin', swaggin' to the max
My bitch a fashion killa, she be busy poppin' tags&#127926;",1
"RT @kvi2xs: &#128514;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#8220;@ImNeverChillin: BITCH FOR WHO, GAP? RT ""@porkhub: I'm a model Yall bitches can't tell me nothin"" http://t.co/yuoMXTdHt&#8230;",1
The rich kids of beverly hills is trash and not even entertaining trash. And why do they all look mid thirties?,0
@sbsylvester @kieffer_jason @hunterbuch66 bitch that doesn't even make any sense bitch.,1
"RT @mikie360: It's paid for, only 30K miles, and the bitches ALWAYS have my money. &#128181;&#128181;&#128109;&#128563; http://t.co/7pqS8A2zLT",1
Helga was a bitch.... And for what reason.? #HeyArnold,1
"RT @RAYCHIELOVESU: No &#8220;@3rdeyechillin: That really happens ?

""@opnminds: who doesn&#8217;t like it when a random bad bitch hits you up just to s&#8230;",1
RT @lonlontheone_15: Smoke sum bitch,1
bitch you're white stfu with your shitty Spanish,0
@tracieeeeee wha? me? i'm just waiting for showtime to bring back queer as folk.,2
"this could be my last breath
I'ma take my time, cause I'ma go out the same way I came in
Right by the pussy with nothin' on my mind",1
you a pussy ass nigga and I know it nigga.,0
That dumb black bitch that was getting the cards for the picture made me so fucking mad she ruined my day &#128545;&#128545;&#128074;&#128298;&#128163;,0
"RT @SUCKEDOFF: 3 MOST COMMON WHITE PEOPLE ACTIVITIES:

1. Wearing Tapout

2. Shooting up schools

3. Calling you a nigger on Xbox",0
RT @SenseiQuan: Hoes ain't shit RT @Now_Thats_Fresh: How superficial bitches are http://t.co/KIN2P59NjE,1
RT @AFBoycie: @BrockLesnar ill fight you ! Ya big daft cunt .,1
I hate when bitches post pictures with other cute bitches and don't tag em in it. That's low key very selfish as fuck,1
RT @b0ujib00ty: I feel like the main reason bitches still have stank pus in 2014 is because they genuinely don't know how to wash it prope&#8230;,1
Are poor little guinea pig died :(,2
@Ricky___m you bitch -.-,1
@KevinTheGee ok I just wanted to know bitch at 5:20 if you're not here I'm out,1
She think she bad but my bitch meaner,1
I be ready to tell a bitch shut da fuck up lol,1
@kieffer_jason lets settle this and fight stop being a pussy,1
Dat bitch a Thot,1
&#8220;@kissme_faith: @what_evaittakes Yea bitch&#8221;dam!,1
Hokis pokis bitch!,1
RT @BJayBlast: Damn near in love with all them hoes when I'm with em.,1
RT @CauseWereGuys: We all know a hoe like this http://t.co/NvlN1xlInW,1
"@toddgunter This, this, this. Pack it up and head to NYC, please. Enjoy being called a hick for a few years, come home humbled. #plans",2
@Neeksbethatguy I'm signing up and it's ghetto as fuck lmaoo,1
Mommy said no pussy cats inside my dawgs house,2
"Technology ain't doin nothing, but making these hoes look better",1
Niggas trash AF,1
@MSoltan18 @Matt_Simonson @KoredeB9 nvm thought we were talking fifa sorry matt you're not trash at zombies,1
@TrillVanillaaa bitch,1
Thirsty bitches&lt;&lt;&lt;&lt; Not attractive,1
Niggaz retweet bitch ass niggaz but won't retweet a real nigga,1
When bitches in the library start acting up http://t.co/x1qGfTkB4O,1
"""Two roads diverged in a yellow wood, and I chose the one to J&#246;tunheimr""
- Robert Frost Giant",2
And girl I've been thinkin of ways thinkin of new ways to beat that pussy down .,1
You know im not even gonna respond to that but I know the real you bitch!,1
RT @lmfaohilarious: Never go full retard http://t.co/LMk3TX5ViC,0
I can taste loud n pussy on my tongue &#128541;,1
i love bad bitches thats my fucking problem,1
Yuh bitch voz de mando at ok was the best mf Friday yet :),1
"RT @RealTalk: i swear I'm a nice girl, until you do something that pisses me off... then the bitch comes out.",1
@Ncoleycole u still a mutt tho lol,2
@hadley106 @zimm16 bailey is gettin pussy,1
"You're unattractive &#8220;@Therealalonig: $10,000 dinner dates with yo man bitch. #pow @karrueche http://t.co/KRFe8NXWNz&#8221;",1
"""I had a bitch that had a bitch, had the bitch eating halibut.."" - @iamyoungroc #FreshRhymes #JerkSquad #SlowStir",1
"@GWDrums @samzbikowski Oh, wait! *""can I get that photo of me playin with Creed's SIDE PROJECT by itself?"" My bad. Yeah, FOB is embarrassing",2
"RT @_KJTheGreat: I knew a bitch in college who sold the pussy for 2-3 ""favors""",1
Mr.nvr get no pussy u a virginnnn,1
RT @ChristineKKTV: Great weather to hit up the slopes this weekend... @Arapahoe_Basin &amp; @LovelandSkiArea open Saturday! #COwx #skiseason ht&#8230;,2
@CayMarieee bitch you NOT either bye &#128514;,1
RT @rhythmixx_: &#8220;@aliyahgrubb: Kanye West is a costume not a mock of a race.&#8221; girl I hate to do this but Kanye is a human not a costume but&#8230;,2
@_lexisperez he ate my pussy i could..,1
&#8220;@Cheddar85: Got the carburetor foyer my #chevy c10 being rebuilt by my #redneck friend ... everybodys got one!!&#8221; I need 1 they can build,1
Bossd up on my old hoes,1
RT @imDOPE_GetHigh: @Whackko man some lame niggah when I find him I'm unfollowing TF out his ass!,0
"RT @BlackJeezuss: ""i want a black guy thats 6'9, wears jordans and has tattoos""... bitch thats a created player on 2K",1
@Rob_San9993 ha lol like at selenas horny bitch lol,1
RT @DBN_kev: Cry some more RT @PacDaGoat: That's a legal tackle faggot RT @PP_Rich_Hill: Seriously? http://t.co/7s0v4pm7IB,1
@CayMarieee bitch you still subtweets but not replying though &#128514;&#128557;&#128524;,1
You have my word we will RT @JRwrz: @Thotcho beat those fucking faggots pls,0
@EzraxDavis you want my pussy so bad,1
@Oskzilla fuck you niggah you gay. Lol,0
RT @Lipe_the_Great: Is everyone on the redskins lathered in oil? What the fuck?,1
We don't pop out bitch we slide,1
&#8220;@ghostriderJ1: Yankees will never have someone wear a single digit uniform again after this season&#8221; Wow. Shows that is an epic organization,2
Y'all hoes love everyday,1
&#8220;@cierravillela yeah it's really far and it's alright if you like living by a whole lot of hicks haha,1
@morgan_mccubbin fake bitches.... #nicetry,1
I love wearing fuzzy socks to work,2
@GoneWithKalijah I watched the 1st season bc I wanted to see the diff sides of Elijah. Not to see a thristy hoe who uses Walgreen's hair dye,1
My dad is a bitch.,1
@Willbur64 @WolzgotBolz fight me bitch.,1
She sharing her hoe... She know though.. At least I hope she do. LMAO!,1
@sguzinski well I don't use it anymore and I'd like a dslr I'm just a broke bitch so yeah,1
Even the young kardashians are hoes lol,1
The only time I screamed was when Tyrese tackled that hoe ass bitch #TheWalkingDead,1
@PinchSuckBlow lmoa @ high as giraffe pussy,1
All the hoes I did have now they decided they wanted to be wifey type draya fuck all that up,1
I hate a nosey bitch like mind yah business,1
Sometimes you don't wanna fuck the bitch but her head so good you end up fucking,1
man kills mother of 2 after she reveals she's hiv positive after having sex...that bitch deserved it,1
RT @losthistories: DC Fri 1/3: Bengali Harlem &amp; Lost Histories South Asian Am reading/convo @busboysandpoets 14th St cc: @SmithsonianAPA @D&#8230;,2
Ima pull up eat on that pussy n dip,1
@leiacatherinexx don&#8217;t be a hurt little faggot,0
RT @Permatrippin: How i eat the pussy http://t.co/kdFHDx8yDT,1
@JawShoeeAhhh shut up bitch,1
You ever have sex with a pharaoh. I put that pussy in a sarcophagus,1
"RT @GODLOVESUGLYY_: You tell me I'm beautiful, like you tell every other bitch. Come on sir. #dobetter",1
"Text ya bitch like ""ya man suck, meet me at da birkin store tell em get his bands up"" &#128527;",1
@young_moniee what's this chinks email? I'm moving to China and slicing his throat,0
@lucas_wright955 @MichaelGT03 faggots,0
"Yesterday, I saw a red hair do, with streaks of orange and yellow in it. Combed up like Woody Wood Pecker. And... http://t.co/o3hiKa2Fin",2
"' Niggah said "" my girl off limits thirsty niggahs stay out her inbox "" But the bitch look like Kunta Kintes... http://t.co/VeqZF9IK6Q",1
RT @Stuff4blackppl: Not basic bitches,1
Charlie and I!:) love that dog!!:) http://t.co/8AQXiYg6Ov,2
Harvard got the worst hoes cheerleading in America,1
@sbsylvester @kieffer_jason @hunterbuch66 bitch am speaking fucking English u fucking pecker wood,1
AHHH karmas a bitch,1
Fresh polo on you bitches,1
After you get good pussy you be feelin like you just found the last dragon ball..,1
@Benny_Balboa yall fucking trash boyy!!! #gladbagflow,1
My baby boy asleep with my monkey that I had since I was little! I love my son so much! http://t.co/ioSARfS3rO,2
My mama made me some brownies they was everything &#128553;,2
Fenkell in this bitch,1
@_KaeeJones I gotta find them I know Cali got them hoes,1
&#8220;@cmencarini: I dont trust girls&#8221; cant trust these hoes,1
nasty hoe,1
&#8220;@annijohnesce: @100046729 grow up bitch &#128514;&#128514;&#128514;&#128514;&#8221; &#128514;&#128514;&#128514;&#128128; they was cute &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;,1
@NFLonFOX Random thought - If a bird crossing the path of a FG try were impacted by ball causing it to deflect off course. Re-kick or miss?,2
Celebrities teeth really be white as shit. I mean don't get me wrong my shit aint yellow by far but I need whatever toothpaste they be using,1
bitches dumb,1
What now bitch I've got you're girlfriend @owne1235 http://t.co/cydgooP9YZ,1
"PSA: Reduced Fat Oreos are waxy and don't soften properly when dunked in milk. STAY AWAY FROM THEM, THEY'RE UNNATURAL! #DietSchmiet @Oreo",2
RT @JoeBudden: These hoes gon FIND a way to wear some spandex I tell&#8217;ya,1
I need a bad bitch thats gon treat me good,1
"""if she can suck your dick with a dip in, she's not only a keeper but a true redneck woman."" - Kim's Dad.",1
That nig was a G on that E60 I would have done the same thing,1
@Titan21Mtzzz you is a hoe,1
sometimes I'm just like wow this bitch had the audacity to talk shit .... look at you and your life then look at me and mine &#128514;&#128514;,1
5:40 A.M. and still awake! YAY!!! Time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel!!!,2
Walked into a party and they was playin Nelly - Air Force Ones. I walked outta that bitch immediately and littered in their yard,1
This bitch got zero kills and yet got a legendary enngram?!!!! What the absolute fuck?!!!!!,1
RT @KeepDatShit100: NASHVILLE* RT @DragonBallDeez: *Atlanta RT @PacDaGoat: Houston has so many trash drivers,1
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HomeMade | Home made. My wife rubbing her pussy http://t.co/ldb9aFwVdM",1
#DearFeministMen there are easier way to get pussy w/out sacrificing your man hood...best of all they dont include losing ur self respect!,1
Yall bitches be liking yall asses ate lmfao,1
RT @JorgeGones: when a bitch that once curved me now all up on my dick http://t.co/xEITPkALOb,1
@wild_luke_wild_ yeah wtf you aren't a pussy.,1
&#8220;@AC_Hussle: 98% of women were sluts freshman year of college.&#8221; Let these hoes be great,1
Lmfaoooooo RT @BryceHamilton11: I'm so glad my shorty ain't all over twitter and IG tryna be a famous Columbus hoe &#128514;&#128514;&#128514;&#128514;,1
"@_lostb0y do you, bitch boy?",1
RT @willgoes_ham: I love bad bitches that's my fuckin problem &#128527;,1
"When you give somebody that ""bitch"" look",1
RT @Airjack3: RT @1017_Sqquad: Iont got not type ... Bad bitches is the only thing that I like,1
gay ass fags http://t.co/eqn4gvW42V,0
"&#8220;@MattieTrump97: Eat a lot of protein
Eat a lot of pussy
#MattieTrumpsTipsForABetterLife&#8221;

Eat the whole ass",1
Giving you that trailer park trash. #transformthursday #ladykimora #vegasqueens #vegasshowgirls http://t.co/5BbMhApHrD,0
RT @CorbynKelly13: Found some more of my original yellow bracelets and the first person I thought of was @TannerMcDowell,2
"You don't know me, but I'm your bra. RT @HuffingtonPost: Doobie Brothers member Michael McDonald says he'll ""come out as a tranny""",1
just made TMobile my bitch,1
"@AceHudsonJr bitches tryna take all my money, g.",1
1wayhustle come get signed bitch we self paid.,1
It's pretty much been confirmed that I have the BEST bitch face on the planet.,1
Shoot that nigga &amp; his shorty bitch &#128143;&#128299;,1
RT @TerryisBetter: What faggot complained about stretch marks?!? My nigga them shits taste like the swirls on cinnamon toast crunch http://&#8230;,1
RT @salmeron_bryan: You're not the father ! What every Mexican/nigger loves to hear.,0
"&#128514;&#128514;&#128514; RT &#8220;@TuneLuciano: this hoe just DM'd me sayin ""never give up in your dreams""...fuckin fortune cookie ass hoe, fuck out my DM's&#8221;",1
"I found the ""boom, boom, boom, waaaaay ho"" girl. How the fuck does someone sing for 5 years and not progress at all? http://t.co/o6R9bYT5De",1
My hoes they do drugzzz,1
RT @YoungGizzle_: You bitches selfish .. Y'all want Father's Day too? Damn lol,1
@AstrosCounty Jeff Luhnow is to blame for the Astros not blowing out the Red Sox and Yankees -HC,2
"RT @Mr1738: ""I didn't sell my
pussy for $65.....it was $80!!!"" http://t.co/sHPh98KzOY",1
RT @ogkaykay_: y'all hoes so annoying &#128530;,1
You a hoe for not having deals on fried chicken @groupon,1
"RT @ZayBillions: ""Alright bitches we are the Kayne's now"" http://t.co/IBsFfuqag4",1
"&#8220;@BIGHOMIEMARKIE: &#8220;@1017_Sqquad: &#8220;@TODDIE_soPLAYER: @_Raygine bitch get out dem feelings and get some new dick&#128514;&#128514;&#128514; ""&#128064;&#128550;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128128;&#8221;&#128514;&#128514;&#8221;&#128128;&#128128;&#128128;&#128514;",1
5thharmony user followed then unfollowed me what a prude ass hoe,1
RT @NoMeek_JustMilz: I honestly hate women who bitch &amp; complain about a nigga playing video games when he still makes time for yall...them &#8230;,1
@Orangeone4 @SteveWorks4You..biggest liars ever ...republican teabagger asshats like stockboy #pinoccio,1
I definitely cant FW a nigga that associates himself wit bitches I DONT fw &#128514;&#128557; tf you fuccing Goofball &#9986;&#65039;&#9986;&#65039;,1
@HiPHopFeEeN old with a old wolf pussy that is,1
@dpalmyx3 @michelleb_xo both you bitches go to sleep,1
"RT @alwayznpolo: years of eating and still no beard, more of mythology. RT @willyroast2 When you eat pussy it helps Yo beard grow this is s&#8230;",1
That's how you let the beat build bitch.,1
@SMASEY you're such a faggot,0
"RT @mirijuana__: &#8220;@1BookieG: Hoes always say they a ""rider"" bitch stfu and ride this dick&#8221; lmaoooooooooooooooooooo &#128557;",1
Don't mind black people.....hate niggers!,0
1-100000 You are a semi-evolved monkey that is desperately searching for validation and meaning in life. BBQd you'd be ok with mango salsa.,2
RT @_itsKILLA_: Yall hoes love football,1
"crazy bitch, I like the way you ride this dick",1
"RT @MobileSuitKwamz: Just swing ""@MUHFUGGINJKELLS: ""That's why I fucked yo bitch."" I mean...what can you say back to that?""",1
@IHOP you fucking pussy,1
@bijoudulcet geminis rule hoe. &#128524;,1
@Doop_3 lol shid who got one? Boy my ass lonely as a bitch. You cuffed up ain't ya,1
If she dont appreciate that and say yes. The bitch aint real.,1
RT @DarthVenn: So this is the woman who was a bird then turned into a woman from the sky in Nigeria. http://t.co/34DcwJkVeF,2
Tattoos are about expression not meaning. One mans trash is another mans treasure &#128161;&#128176;,2
"If ever sports seemed scripted , this ending to this Yankee game proved it",2
@mrfoolycooly im still where that giant muk shit eats that candy with ceasar clown,1
@munro_molly no one cares bitch,1
shout out to the bitches who like gum i be chewing that shit,1
"@Threehoez rip plate, brownies, large tea, fries, beans potato salad, poboy",2
Rule number one never pursue a bitch from da ova side,1
"""You talk like a fag and your shit's retarded. But that's cool scro, lot's of tards out there living total kick-ass lives!""",1
Bengals kicker trash.,2
"RT @fvtboy: Half the bitches that say tfti , wouldn't even go I bet.",1
Betta ask round these streets bitch bout Jay,1
RT @SportsCenter: Derek Jeter's final game at Yankee Stadium will be 1st he's ever played there with Yankees eliminated from playoffs. http&#8230;,2
Free wop,2
"RT @_Kristin_Nikole: ""@zzachbarness: Swear AG ugly den a bitch. He look like a possum and giraffe mix breed."" This isnt funny. But I died l&#8230;",1
I got hoes in different area codes,1
RT @MikeDiggEm: Yo niggas would fuck with you broke or not if they really yo niggas. You a bitch if you only fuck with yo niggs when they g&#8230;,1
Guys that struggle to get pussy are the main niggas that bad talk women. He could get more pussy if he can learn how to stfu and chill,1
@Tylar____ ion sneak diss on broke bitches &#128530;&#128079;,1
mother fuxker the devil is ah lie bitch I'm the truth,1
RT @DignifiedPurity: I've been at work chuckling at that time @DerekIsNormal said not revealing your age keeps the pussy fresh. &#128514;&#128557;&#128557;&#128557;&#128514;,1
@Katiebentel ily hoe cheer up pretti,1
It the principle of the matter bitch! &#128581;,1
I don't trust no bitch ... I dog em out,1
Y'all all some hoes,1
"Look A Y'all Makeup bitches , Lookin like a ghost when ya wake up bitches",1
&#8220;@CALL_ME_KiTTiE: @what_evaittakes haha imma catch Ebola Trynna keep myself warm lol&#8221;&#128514;&#128514;&#128514; ewww bitch well stay far away from me,1
You tried me hoe. I can sinf,1
bitches be like i'm mixed wit Italian Chinese nd African American I be like bitch just cuz you ate ur&#8230; http://t.co/ZdWd3l8M,0
@Raul_leura @no_way_hoesaaay lmao that nigga was about to go Beethoven on that bitch &#128514;,1
"RT @VictoriaDahl: &#8220;@donnajherren: Well, there's ""crazy bitch"", and there's ""you can look for that motherfucker's corpse, but you won't find&#8230;",1
"RT @FriendlyAssh0le: im not rude, most people are just sensitive little bitches",1
the #genesis of my tna watching is so bad I can't even mock-live tweet it,1
"NEW Nashville Noise! @LukeBryanOnline loves burgers, @DierksBentley honky tonks, and @ChrisYoungMusic grabs a pizza. http://t.co/sCCDyhE6EY",2
&#128514;&#128514;&#128514;&#128514; RT @SMASHaVelli: Murda out here sucking bitches &#128514;&#128514;&#128514;&#128514; #howDhow?,1
#NowPlaying : Great White - Once Bitten Twice Shy on #1069TheArrow - http://t.co/R5wuXA9jB6,2
These niggas retarded... Lmfaoo,0
Don't make me take yo bitch nigga &#128527;&#128080;,1
&#8220;@BookerTweet_: There's starving children in Africa but this bitch using bananas to plug her butt hole smh http://t.co/DjPgA7QAy5&#8221; wtf?&#128514;&#128514;,1
"RT @HlGHKEY: If ya girl texts back slow you gotta hit her with the ""so who else you texting?"" Watch That bitch get more defensive than dwig&#8230;",1
Let's run a train on this bitch,1
I can't take you serious if you wear colored contacts.,2
@ChrisPowellswag @_cblaze @Dswizzle3 Dawson and Nicky Hickman delete the fake account and and stop being bitches,1
@BryanBalsamo lmao u ain't a savage &#128514;&#128514; these hoes for everybody,1
@dxum7 Jordan's are trash,2
Porch monkey 4 Life,0
@StephyRae7 Will NEVER happen faggot. Got complemented on it today at golf by @GabrielaAngela4 several times. ;),1
I can't with this disrespect ass bitches,1
@JerGucci I can trap anywhere I wanna just because I ain't a bitch n in rarely solo.,1
@ILIKECATS74 @bootyacid @sizzurp__ @yoPapi_chulo @brandonernandez because you're the ratchetest of them all bitch,1
"RT @anarchistrev: I am no longer willing to claim ""I'm just like you just queer"" as my rallying cry.",1
Lmaoooooooo RT @80sbaby4life: You woke up a faggot didnt you RT @Maxin_Betha: My nigga ain't get carded since I was a sophomore b,1
All DESE yung niggaz pussy,1
Something like a perfectionist even check my horoscope bitch,1
LMFAO @jdellasperanza I found my diary me complaining about you being a bitch &#128514; tbt I'm DEAD http://t.co/pl7qsAS15b,1
"@NYRKelsMads 
Dat damn dog eats betta den most colored folk do.",2
I wouldn't last in prison... Them bitches would eat me alive...,1
@BigRed2OTS she prolly got some bomb pussy too. Lol I hope haha,1
"@JarJar_Banks momma didn't raise no sukka, bitch!",1
He called me just to say he was deleting my number.... bitch please.,1
RT @LiIuglymane: When your side bitch tries to hug you in public http://t.co/T5uRIsXNdF,1
Dick game make a faithful bitch start cheat in,1
"RT @JewJitsuGrl: @AdmiralAckbar3 @00_jackie @Darknight420 @allahthefairy &#128073; @TayyibN &#128072;
Tiny Jihadi http://t.co/PDIKbrvCJ8",2
"The fourth hokage was a little bitch!! Like, nigga can't even take down a bitch ass fox!",1
"""@KyraNadiya_: These hoes ain't loyal ; no they ain't http://t.co/h1UBsVbkGl""

Smfh &amp; wonder why nobody decent wants them",1
"@edouglas528 I know how you feel,wait,no I don't. Perfect week for me would be Yanks not getting Lee #goSox #goPats",2
RT @AndyyDotCom: You gotta be a weak bitch to let a couple tweets get you out of character.,1
"RT @BandresDiana: When that message say ""delivered"" but you see him posting sc story's with all his hoes&#128530;&#128076; http://t.co/xVGTWOOasp",1
Quit blowing up my feed bitches.,1
"RT @trillest_304: i wish they made a hoe fax .
id be like show me the hoe fax before dateing a girl .",1
@izzayy_bitches &amp; 4th my guinea pig will haunt you,1
@DavetheBrave1 perfect smoking weather haha bro I ain't even in my hood yet and I already got hoes trying to say was up from other towns,1
"&#128527; haahaa ,dumb bitch",1
RT @clurfogarty: All Babies are born hipsters because they come out of the hospital in beanies.,1
"RT @Rubberbandits: Yanks have a cocktail called an ""Irish car bomb"", but if you stuck two flakes in an ice cream cone and called it a 9/11 &#8230;",2
@TheEllenShow stfu trash,1
Heard you gotta new bitch. See ya postin' up thinkin' that it's making me sick.,1
Who watches wrestling besides little kids and white trash?,1
For a faggot ass nigga that crys about people who talk about kicks he certainly makes a lot of fucking shoe comments. That's y'all man smfh,1
RT @brendacoyt_3: @Tonymartinezz15 &#128530;&#9995; naw bruh member when you said that it was your snow -.- and your bitches &#128514;&#128514; that's my cake &#128079;,1
@Nazario1017 I feel that.. i see nothing wrong with the gta killing bc it's not the sole purpose of the game,2
"Wtf, ""Show me the hoe facts""",1
Nah Mimi a bitch,1
RT @ScottLinnen: Saw a man in a yellow trench coat &amp; matching fedora with an iWatch. What a Dick.,1
"""Niggas always yelling ""Fuck bitches, Get money"" meanwhile they're broke and still want the bitches&#8230;.""",1
"RT @LuvPug: If you don't RT cat tweets, you're just a big pussy",1
anybody want any sugar maple saplings? I have about 50 popping up in Heidi's hillbilly beach. me and emm's planted two Friday.,2
@rezlife3 I got your moms ass on my breath pussy ;),1
&lt;&lt;&lt;when it's yellow outside,2
Got a couple thou den I get a couple shooters Fa dat couple thou mane my niccas will shoot ya &#128591;,1
"RT @BlazeTheGreat_: The most likely signs to be crazy bitches:

Aries
Taurus
Gemini
Cancer
Leo
Virgo
Libra
Scorpio
Sagittarius
Capricorn
Aq&#8230;",1
Crop top and some high waisted shorts way to not look like an underage cunt lmfao,1
OHH&gt; #whine #whine #whine says my #faggot #ass #steroid CREAM FORGIVING #Giants&gt; Is #busterposey takin' shot from #barrybonds? Is that it?,1
@Thee_MrWest pussy,1
RT @Juicccyray: &#8220;@1stBlocJeremiah: Broke hoes always wanna argue u ain't ate all day were u get that energy from &#128514;&#128514;&#8221;RT&#128514;&#128553;&#128175;,1
RT @thinksarcasm: My music taste goes from ghetto black girl to depressed white girl.,1
"Is she my kind of hoe or nae ""@LissetElisa: Its ok you a hoe anyways &#128522;""",1
@patrickstpierre You're a fucking faggot.,0
RT @RashadBF: Never trust a bitch that take quick ass showers!,1
Fuk wit a real nicca,0
Won't step dad me hoe. Lol,1
Niccas be walking 4 flats to catch a nicca they kno in the club,1
RT @MsJoseline: If you going to fuck on camera at least be a freak not a boring 45 year ol lady. What they got this hoe under. Granny porn?,1
Miley Cyrus just wants to hump things and smoke weed with her retarded ass.,1
"""don't let your side bitch settle in, I might have to headbutt you Evelyn""",1
RT @BigEl179: Luv riding the #MetroNorth with sour drunk #Yankees fans after a loss... #TooBad #MetsFan #QueensAllDay,2
@SteveWorks4You Stockboy...everyone mocks you.,2
RT @JonnyFcknBlaze: Porn star is fancy talk for professional hoe.,1
My lil cool ass bitch she from northside &#128525;&#128175;&#128184;&#128079;&#128081;&#128581;&#128079;&#128540;&#128176;&#128525;&#128525; http://t.co/HCD2ru78pH,1
@FOLLOWNOVA Yooo I was thinking bout that the other day lol.. You only really speaking of one person my niggah,1
"They hoes ain't loyal, they rotate!",1
"TWITTER NEWSFLASH : do NOT ever visit Easton, pburg area, theirs hoes with diseases and niggas so thirsty gatorade would be worth trillions",1
n if you following me too be messy your gonna die a slowly painful lonely ass death bitch &#128530;,1
Kanye west is a faggot,0
"@djfeds couldn't make it nigga was at the E.R. My bad then my charger for my phone ripped so I can text, I'm on my iPod all ghetto",1
#BlessJesus The #Crown of HIS head to the sole of HIS feet,2
"&#8220;@Benkasso: I'll beat the pussy up, that's a hook right thur&#8221; &#128064;",1
"Bro's before hoes, not bro's over your girlfriend...",1
@glaad why do you guys cry and whine whenever someone says faggot? it's ridiculous.,1
"RT @lord_jonesss: @1017_Sqquad no... I want 1 billion dollars... 4 bad hoes from da islands... and a fine ass genie bitch, but datz none of&#8230;",1
' Bitch caught a body about a week ago ! Fuck with us and we get to tweekin hoe ! Run up on that niggah get to... http://t.co/av9YPjtwxn,1
@Dre_thinks that damn coach ain't never called back bitch ass,1
Average is basic and basic is trash &#128514;&#128514;,2
These bitches boringgggg,1
""" black bottle &amp; a bad bitch """,1
RT @jama_jam: I'm not saying I'm for this but .. Studs will fuck trannys but won't let they bitch strap them down you muhfuckas childish lol,1
"This is my ""sup bitches"" face http://t.co/mqPqzLgCKf",1
"@heydenbunsyolo and how is that what I'm suppose to go for the team who beat us, that's retarded",1
"Haha niggah @Mig_uel04 gave up , can't keep up with me &#128540; loser !",1
"""@rhythmixx_: I told Mariam to but cigarettes for her birthday""

You also called me trash rn",2
"RT @Scarlett_Iam: 'You'd rather live with trash,, than make it work with a good woman' #DiaryOfAMadBlackWoman",1
RT @FriendlyAssh0le: rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe http://t.co/alUy9EO3xK,1
Game 126 Preview: Houston #Astros at New York #Yankees http://t.co/sVg7dIIcZG,2
@JerGucci she can suck dick tho that's better than brownies,1
Sweet and innocent schoolgirl Minami Asaka&#180;s pussy&#160;eaten http://t.co/DNxBLKrQ45,1
RT @verkannt__: None of my bitches judge me they love me &#128524; don't think they would like me if i was any other way,1
RT @DatNiggaVegeta: DEFINITION OF REAL &#8220;@mikeymageee: @DatNiggaVegeta Except you bruh you let bitch ass babidi turn on your niggas fam&#8221; htt&#8230;,1
@Miss_Didi23 @LINDNLD @KLSouth shut up you nappy headed hoe,1
#honestyhour we don't love these hoes,1
RT @PoiiNtGuaRd: Them bitches prolly had to pay Beyonc&#233; 100 million to perform 5 minutes &#128530;,1
@Coley_Cee @_xpriceless_lmaoo bitch dat was a low blow,1
How you livin hoe.,1
